CBSA,GEOID,CBSAFIPS,total,U5,school,18_20s,30s,40s,50_65,O65,PU5,Pschool,P18_20s,P30s,P40s,P50_65,PO65
"Kansas City, MO-KS Metro Area",310M500US28140,28140,2124518,138979,379003,322839,297492,267850,410591,307764,6.5,17.8,15.2,14.0,12.6,19.3,14.5
"Kapaa, HI Micro Area",310M500US28180,28180,71769,4340,11415,9238,8616,9225,15076,13859,6.0,15.9,12.9,12.0,12.9,21.0,19.3
"Kearney, NE Micro Area",310M500US28260,28260,55738,3771,9414,11506,7599,5819,9527,8102,6.8,16.9,20.6,13.6,10.4,17.1,14.5
"Keene, NH Micro Area",310M500US28300,28300,76042,3458,10231,13685,7910,8818,17221,14719,4.5,13.5,18.0,10.4,11.6,22.6,19.4
"Kendallville, IN Micro Area",310M500US28340,28340,47506,3130,8858,6884,5674,5857,9870,7233,6.6,18.6,14.5,11.9,12.3,20.8,15.2
"Kennett, MO Micro Area",310M500US28380,28380,30027,2067,5618,4113,3224,3794,5854,5357,6.9,18.7,13.7,10.7,12.6,19.5,17.8
"Kennewick-Richland, WA Metro Area",310M500US28420,28420,289527,22418,60627,45408,40780,34155,49195,36944,7.7,20.9,15.7,14.1,11.8,17.0,12.8
"Kerrville, TX Micro Area",310M500US28500,28500,51843,2652,7350,7019,5323,4903,10572,14024,5.1,14.2,13.5,10.3,9.5,20.4,27.1
"Ketchikan, AK Micro Area",310M500US28540,28540,13800,797,2236,2081,1854,1661,3121,2050,5.8,16.2,15.1,13.4,12.0,22.6,14.9
"Key West, FL Micro Area",310M500US28580,28580,75798,3489,7966,9631,9254,9902,18767,16789,4.6,10.5,12.7,12.2,13.1,24.8,22.1
"Kill Devil Hills, NC Micro Area",310M500US28620,28620,36222,1568,5413,4041,4038,4813,8850,7499,4.3,14.9,11.2,11.1,13.3,24.4,20.7
"Killeen-Temple, TX Metro Area",310M500US28660,28660,444716,36111,82708,92049,65985,52942,66810,48111,8.1,18.6,20.7,14.8,11.9,15.0,10.8
"Kokomo, IN Metro Area",310M500US29020,29020,82331,4973,13677,11671,9477,9706,17137,15690,6.0,16.6,14.2,11.5,11.8,20.8,19.1
"Laconia, NH Micro Area",310M500US29060,29060,60887,2668,8731,7559,6281,7422,15189,13037,4.4,14.3,12.4,10.3,12.2,24.9,21.4
"La Crosse-Onalaska, WI-MN Metro Area",310M500US29100,29100,136542,7087,20403,29041,16330,14664,26468,22549,5.2,14.9,21.3,12.0,10.7,19.4,16.5
"Lafayette, LA Metro Area",310M500US29180,29180,489914,34023,87122,81143,69043,56561,94691,67331,6.9,17.8,16.6,14.1,11.5,19.3,13.7
"Lafayette-West Lafayette, IN Metro Area",310M500US29200,29200,228541,13399,34517,66443,26660,23448,35730,28344,5.9,15.1,29.1,11.7,10.3,15.6,12.4
"La Grande, OR Micro Area",310M500US29260,29260,26337,1530,4270,4461,2841,2859,5093,5283,5.8,16.2,16.9,10.8,10.9,19.3,20.1
"LaGrange, GA-AL Micro Area",310M500US29300,29300,103579,6605,17720,16949,13229,12077,20411,16588,6.4,17.1,16.4,12.8,11.7,19.7,16.0
"Lake Charles, LA Metro Area",310M500US29340,29340,208549,14752,37133,34476,27877,24007,39814,30490,7.1,17.8,16.5,13.4,11.5,19.1,14.6
"Lake City, FL Micro Area",310M500US29380,29380,69968,4214,10965,10833,8689,8211,14265,12791,6.0,15.7,15.5,12.4,11.7,20.4,18.3
"Lake Havasu City-Kingman, AZ Metro Area",310M500US29420,29420,207695,9109,27257,23897,20092,19598,46359,61383,4.4,13.1,11.5,9.7,9.4,22.3,29.6
"Lakeland-Winter Haven, FL Metro Area",310M500US29460,29460,686218,39987,112872,104001,83848,80992,126177,138341,5.8,16.4,15.2,12.2,11.8,18.4,20.2
"Lamesa, TX Micro Area",310M500US29500,29500,12813,905,2425,2450,1704,1398,2053,1878,7.1,18.9,19.1,13.3,10.9,16.0,14.7
"Lancaster, PA Metro Area",310M500US29540,29540,540999,35479,92696,85563,65866,61126,105354,94915,6.6,17.1,15.8,12.2,11.3,19.5,17.5
"Lansing-East Lansing, MI Metro Area",310M500US29620,29620,546772,30210,83013,117077,67205,61096,105414,82757,5.5,15.2,21.4,12.3,11.2,19.3,15.1
"Laramie, WY Micro Area",310M500US29660,29660,38390,1796,4408,14710,4462,3409,5280,4325,4.7,11.5,38.3,11.6,8.9,13.8,11.3
"Laredo, TX Metro Area",310M500US29700,29700,273526,26080,64833,50679,35852,33546,37395,25141,9.5,23.7,18.5,13.1,12.3,13.7,9.2
"Las Cruces, NM Metro Area",310M500US29740,29740,216069,14013,39601,46421,24616,23144,35234,33040,6.5,18.3,21.5,11.4,10.7,16.3,15.3
"Las Vegas, NM Micro Area",310M500US29780,29780,32274,1481,4326,5275,3223,3569,7309,7091,4.6,13.4,16.3,10.0,11.1,22.6,22.0
"Las Vegas-Henderson-Paradise, NV Metro Area",310M500US29820,29820,2182004,138083,372370,347078,313739,297454,397794,315486,6.3,17.1,15.9,14.4,13.6,18.2,14.5
"Laurel, MS Micro Area",310M500US29860,29860,84857,5850,15230,12912,10474,9482,16440,14469,6.9,17.9,15.2,12.3,11.2,19.4,17.1
"Laurinburg, NC Micro Area",310M500US29900,29900,35076,2235,5811,5670,4155,4216,6880,6109,6.4,16.6,16.2,11.8,12.0,19.6,17.4
"Lawrence, KS Metro Area",310M500US29940,29940,120290,6093,16130,38222,15922,12008,17710,14205,5.1,13.4,31.8,13.2,10.0,14.7,11.8
"Lawrenceburg, TN Micro Area",310M500US29980,29980,43390,2993,7908,6139,5072,5124,8502,7652,6.9,18.2,14.1,11.7,11.8,19.6,17.6
"Lawton, OK Metro Area",310M500US30020,30020,127620,8825,21392,27065,18237,14124,21929,16048,6.9,16.8,21.2,14.3,11.1,17.2,12.6
"Lebanon, MO Micro Area",310M500US30060,30060,35531,2367,6325,4808,4097,4429,7284,6221,6.7,17.8,13.5,11.5,12.5,20.5,17.5
"Lebanon, NH-VT Micro Area",310M500US30100,30100,217064,9541,28766,33109,24302,24875,51076,45395,4.4,13.3,15.3,11.2,11.5,23.5,20.9
"Lebanon, PA Metro Area",310M500US30140,30140,139729,8414,23618,19942,16056,16948,28009,26742,6.0,16.9,14.3,11.5,12.1,20.0,19.1
"Levelland, TX Micro Area",310M500US30220,30220,23064,1550,4480,4271,2922,2469,4084,3288,6.7,19.4,18.5,12.7,10.7,17.7,14.3
"Lewisburg, PA Micro Area",310M500US30260,30260,45111,2085,5979,8962,5842,5728,8519,7996,4.6,13.3,19.9,13.0,12.7,18.9,17.7
"Lewisburg, TN Micro Area",310M500US30280,30280,32965,1988,5813,4587,4534,4043,6817,5183,6.0,17.6,13.9,13.8,12.3,20.7,15.7
"Lewiston, ID-WA Metro Area",310M500US30300,30300,62638,3487,9629,9103,7398,7147,12872,13002,5.6,15.4,14.5,11.8,11.4,20.5,20.8
"Lewiston-Auburn, ME Metro Area",310M500US30340,30340,107602,6399,17050,15932,13135,13299,23184,18603,5.9,15.8,14.8,12.2,12.4,21.5,17.3
"Lewistown, PA Micro Area",310M500US30380,30380,46276,2859,7531,6091,4677,5647,9684,9787,6.2,16.3,13.2,10.1,12.2,20.9,21.1
"Lexington, NE Micro Area",310M500US30420,30420,25746,2108,4742,3667,3281,2860,4866,4222,8.2,18.4,14.2,12.7,11.1,18.9,16.4
"Lexington-Fayette, KY Metro Area",310M500US30460,30460,510647,31527,80784,100124,69991,64023,93614,70584,6.2,15.8,19.6,13.7,12.5,18.3,13.8
"Liberal, KS Micro Area",310M500US30580,30580,22349,2016,5057,4335,2796,2644,3402,2099,9.0,22.6,19.4,12.5,11.8,15.2,9.4
"Lima, OH Metro Area",310M500US30620,30620,103175,6321,17610,16872,11855,12084,20686,17747,6.1,17.1,16.4,11.5,11.7,20.0,17.2
"Lincoln, IL Micro Area",310M500US30660,30660,29003,1553,4054,5005,3842,3510,5815,5224,5.4,14.0,17.3,13.2,12.1,20.0,18.0
"Lincoln, NE Metro Area",310M500US30700,30700,330329,21097,54582,73045,43895,36908,55713,45089,6.4,16.5,22.1,13.3,11.2,16.9,13.6
"Little Rock-North Little Rock-Conway, AR Metro Area",310M500US30780,30780,737015,47394,126178,123810,101235,90877,137752,109769,6.4,17.1,16.8,13.7,12.3,18.7,14.9
"Lock Haven, PA Micro Area",310M500US30820,30820,38915,2077,5799,8144,3983,4257,7534,7121,5.3,14.9,20.9,10.2,10.9,19.4,18.3
"Logan, UT-ID Metro Area",310M500US30860,30860,137629,11808,30473,35315,16823,13378,16634,13198,8.6,22.1,25.7,12.2,9.7,12.1,9.6
"Logansport, IN Micro Area",310M500US30900,30900,37880,2337,6476,5501,4238,4807,7927,6594,6.2,17.1,14.5,11.2,12.7,20.9,17.4
"London, KY Micro Area",310M500US30940,30940,148221,9624,25063,23196,17861,19447,29265,23765,6.5,16.9,15.6,12.1,13.1,19.7,16.0
"Longview, TX Metro Area",310M500US30980,30980,284796,18827,51971,44092,35695,34283,54166,45762,6.6,18.2,15.5,12.5,12.0,19.0,16.1
"Longview, WA Metro Area",310M500US31020,31020,106778,6435,18021,14837,12470,12857,22076,20082,6.0,16.9,13.9,11.7,12.0,20.7,18.8
"Los Alamos, NM Micro Area",310M500US31060,31060,18625,1013,3233,1958,2610,2293,4258,3260,5.4,17.4,10.5,14.0,12.3,22.9,17.5
"Los Angeles-Long Beach-Anaheim, CA Metro Area",310M500US31080,31080,13249614,799308,2119960,2362403,1905999,1791392,2479469,1791083,6.0,16.0,17.8,14.4,13.5,18.7,13.5
"Louisville/Jefferson County, KY-IN Metro Area",310M500US31140,31140,1257088,76841,207285,195041,165637,161265,255481,195538,6.1,16.5,15.5,13.2,12.8,20.3,15.6
"Lubbock, TX Metro Area",310M500US31180,31180,316474,21215,54992,77424,41365,32826,49492,39160,6.7,17.4,24.5,13.1,10.4,15.6,12.4
"Ludington, MI Micro Area",310M500US31220,31220,28954,1498,4432,3584,2918,3146,6695,6681,5.2,15.3,12.4,10.1,10.9,23.1,23.1
"Lufkin, TX Micro Area",310M500US31260,31260,87322,5909,16539,13494,10081,11144,16308,13847,6.8,18.9,15.5,11.5,12.8,18.7,15.9
"Lumberton, NC Micro Area",310M500US31300,31300,132596,8947,24458,22671,15701,16422,24885,19512,6.7,18.4,17.1,11.8,12.4,18.8,14.7
"Lynchburg, VA Metro Area",310M500US31340,31340,261652,14041,37872,51599,27515,29193,53197,48235,5.4,14.5,19.7,10.5,11.2,20.3,18.4
"Macomb, IL Micro Area",310M500US31380,31380,30479,1361,3862,8985,3139,2685,5213,5234,4.5,12.7,29.5,10.3,8.8,17.1,17.2
"Macon-Bibb County, GA Metro Area",310M500US31420,31420,229504,14417,39738,37385,27483,27476,45873,37132,6.3,17.3,16.3,12.0,12.0,20.0,16.2
"Madera, CA Metro Area",310M500US31460,31460,155433,11611,31242,26204,20010,18785,26150,21431,7.5,20.1,16.9,12.9,12.1,16.8,13.8
"Madison, IN Micro Area",310M500US31500,31500,32201,2025,4609,5217,3981,3805,6974,5590,6.3,14.3,16.2,12.4,11.8,21.7,17.4
"Madison, WI Metro Area",310M500US31540,31540,653725,36877,99376,131408,92884,78922,122377,91881,5.6,15.2,20.1,14.2,12.1,18.7,14.1
"Madisonville, KY Micro Area",310M500US31580,31580,45331,2670,7750,6176,5225,5770,9583,8157,5.9,17.1,13.6,11.5,12.7,21.1,18.0
"Magnolia, AR Micro Area",310M500US31620,31620,23776,1445,3566,5521,2590,2364,4225,4065,6.1,15.0,23.2,10.9,9.9,17.8,17.1
"Malone, NY Micro Area",310M500US31660,31660,50477,2485,7575,8996,6289,6071,10696,8365,4.9,15.0,17.8,12.5,12.0,21.2,16.6
"Malvern, AR Micro Area",310M500US31680,31680,33597,1631,5263,4865,4388,4174,6988,6288,4.9,15.7,14.5,13.1,12.4,20.8,18.7
"Manchester-Nashua, NH Metro Area",310M500US31700,31700,413035,21666,63898,64557,52956,54151,92905,62902,5.2,15.5,15.6,12.8,13.1,22.5,15.2
"Manhattan, KS Metro Area",310M500US31740,31740,132928,10178,19792,44960,18684,10781,15713,12820,7.7,14.9,33.8,14.1,8.1,11.8,9.6
"Manitowoc, WI Micro Area",310M500US31820,31820,79185,4119,12304,9972,8801,9361,18907,15721,5.2,15.5,12.6,11.1,11.8,23.9,19.9
"Mankato, MN Metro Area",310M500US31860,31860,100749,5646,15033,25964,12644,10136,17078,14248,5.6,14.9,25.8,12.6,10.1,17.0,14.1
"Mansfield, OH Metro Area",310M500US31900,31900,121100,6926,19336,17990,14599,14395,24623,23231,5.7,16.0,14.9,12.1,11.9,20.3,19.2
"Marietta, OH Micro Area",310M500US31930,31930,60426,2961,8927,8783,6962,6913,13504,12376,4.9,14.8,14.5,11.5,11.4,22.3,20.5
"Marinette, WI-MI Micro Area",310M500US31940,31940,63465,2831,9106,7260,6724,6791,15927,14826,4.5,14.3,11.4,10.6,10.7,25.1,23.4
"Marion, IN Micro Area",310M500US31980,31980,66452,3697,10110,12420,6801,7242,13776,12406,5.6,15.2,18.7,10.2,10.9,20.7,18.7
"McAllen-Edinburg-Mission, TX Metro Area",310M500US32580,32580,855176,78603,203135,154276,108751,104597,113086,92728,9.2,23.8,18.0,12.7,12.2,13.2,10.8
"McComb, MS Micro Area",310M500US32620,32620,39532,2695,7705,6136,4598,4381,7446,6571,6.8,19.5,15.5,11.6,11.1,18.8,16.6
"McMinnville, TN Micro Area",310M500US32660,32660,40702,2444,7184,5549,5158,5119,8257,6991,6.0,17.7,13.6,12.7,12.6,20.3,17.2
"McPherson, KS Micro Area",310M500US32700,32700,28567,1609,4906,4279,3197,3101,5902,5573,5.6,17.2,15.0,11.2,10.9,20.7,19.5
"Meadville, PA Micro Area",310M500US32740,32740,85665,4688,13249,12844,8967,10119,18658,17140,5.5,15.5,15.0,10.5,11.8,21.8,20.0
"Medford, OR Metro Area",310M500US32780,32780,216574,11911,32898,30509,27051,23849,43701,46655,5.5,15.2,14.1,12.5,11.0,20.2,21.5
"Memphis, TN-MS-AR Metro Area",310M500US32820,32820,1339623,91346,243649,223213,176724,168678,255289,180724,6.8,18.2,16.7,13.2,12.6,19.1,13.5
"Menomonie, WI Micro Area",310M500US32860,32860,44759,2338,6524,11095,5065,4784,8128,6825,5.2,14.6,24.8,11.3,10.7,18.2,15.2
"Merced, CA Metro Area",310M500US32900,32900,271382,21311,59148,51330,35507,31937,42193,29956,7.9,21.8,18.9,13.1,11.8,15.5,11.0
"Meridian, MS Micro Area",310M500US32940,32940,101992,6044,17415,16365,12358,12088,19989,17733,5.9,17.1,16.0,12.1,11.9,19.6,17.4
"Marion, NC Micro Area",310M500US32000,32000,45227,2045,7213,5992,5034,6007,9945,8991,4.5,15.9,13.2,11.1,13.3,22.0,19.9
"Marion, OH Micro Area",310M500US32020,32020,65299,3815,9932,9757,8308,8443,13778,11266,5.8,15.2,14.9,12.7,12.9,21.1,17.3
"Marquette, MI Micro Area",310M500US32100,32100,66686,3188,8829,14201,7952,6677,13550,12289,4.8,13.2,21.3,11.9,10.0,20.3,18.4
"Marshall, MN Micro Area",310M500US32140,32140,25758,1866,4690,4346,3231,2867,4772,3986,7.2,18.2,16.9,12.5,11.1,18.5,15.5
"Marshall, MO Micro Area",310M500US32180,32180,22976,1439,3872,3924,2831,2408,4358,4144,6.3,16.9,17.1,12.3,10.5,19.0,18.0
"Marshalltown, IA Micro Area",310M500US32260,32260,39964,2659,7405,5638,4836,4345,8012,7069,6.7,18.5,14.1,12.1,10.9,20.0,17.7
"Martin, TN Micro Area",310M500US32280,32280,33510,1719,4762,7548,3152,3925,6367,6037,5.1,14.2,22.5,9.4,11.7,19.0,18.0
"Martinsville, VA Micro Area",310M500US32300,32300,64160,3450,9643,8028,6709,7128,14701,14501,5.4,15.0,12.5,10.5,11.1,22.9,22.6
"Maryville, MO Micro Area",310M500US32340,32340,22359,1025,2546,7663,2083,2181,3545,3316,4.6,11.4,34.3,9.3,9.8,15.9,14.8
"Mason City, IA Micro Area",310M500US32380,32380,50279,2718,7656,7017,5463,5563,11316,10546,5.4,15.2,14.0,10.9,11.1,22.5,21.0
"Mayagüez, PR Metro Area",310M500US32420,32420,99545,3685,13977,19663,9876,10751,18117,23476,3.7,14.0,19.8,9.9,10.8,18.2,23.6
"Mayfield, KY Micro Area",310M500US32460,32460,37248,2218,6768,5411,4341,4238,7483,6789,6.0,18.2,14.5,11.7,11.4,20.1,18.2
"Maysville, KY Micro Area",310M500US32500,32500,17112,1024,2852,2479,2050,2045,3673,2989,6.0,16.7,14.5,12.0,12.0,21.5,17.5
"McAlester, OK Micro Area",310M500US32540,32540,44146,2603,7211,6381,5669,4897,8778,8607,5.9,16.3,14.5,12.8,11.1,19.9,19.5
"Mexico, MO Micro Area",310M500US33020,33020,25644,1597,4330,3786,3196,3059,5234,4442,6.2,16.9,14.8,12.5,11.9,20.4,17.3
"Miami, OK Micro Area",310M500US33060,33060,31454,2159,5690,5055,3470,3552,5866,5662,6.9,18.1,16.1,11.0,11.3,18.6,18.0
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",310M500US33100,33100,6090660,345416,899802,910596,801277,826972,1215586,1091011,5.7,14.8,15.0,13.2,13.6,20.0,17.9
"Michigan City-La Porte, IN Metro Area",310M500US33140,33140,110154,6516,17264,16582,14239,13409,23045,19099,5.9,15.7,15.1,12.9,12.2,20.9,17.3
"Middlesborough, KY Micro Area",310M500US33180,33180,26791,1603,4096,3927,3242,3239,5705,4979,6.0,15.3,14.7,12.1,12.1,21.3,18.6
"Midland, MI Metro Area",310M500US33220,33220,83355,4595,13350,12213,9831,10386,17989,14991,5.5,16.0,14.7,11.8,12.5,21.6,18.0
"Midland, TX Metro Area",310M500US33260,33260,173816,15214,34249,31384,27415,19487,28129,17938,8.8,19.7,18.1,15.8,11.2,16.2,10.3
"Milledgeville, GA Micro Area",310M500US33300,33300,53626,2548,7141,12895,6193,5556,10430,8863,4.8,13.3,24.0,11.5,10.4,19.4,16.5
"Milwaukee-Waukesha, WI Metro Area",310M500US33340,33340,1575223,98069,267197,253067,212379,189718,315848,238945,6.2,17.0,16.1,13.5,12.0,20.1,15.2
"Minden, LA Micro Area",310M500US33380,33380,39242,2368,6509,5656,4677,4367,8098,7567,6.0,16.6,14.4,11.9,11.1,20.6,19.3
"Mineral Wells, TX Micro Area",310M500US33420,33420,28540,1736,4950,4041,3409,2958,5898,5548,6.1,17.3,14.2,11.9,10.4,20.7,19.4
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",310M500US33460,33460,3573609,232082,617456,560843,519984,452883,706178,484183,6.5,17.3,15.7,14.6,12.7,19.8,13.5
"Minot, ND Micro Area",310M500US33500,33500,77132,5857,12424,17164,10827,8384,12449,10027,7.6,16.1,22.3,14.0,10.9,16.1,13.0
"Missoula, MT Metro Area",310M500US33540,33540,117309,5815,16450,26103,16578,13658,21052,17653,5.0,14.0,22.3,14.1,11.6,17.9,15.0
"Mitchell, SD Micro Area",310M500US33580,33580,23270,1403,4072,3791,2878,2530,4511,4085,6.0,17.5,16.3,12.4,10.9,19.4,17.6
"Moberly, MO Micro Area",310M500US33620,33620,24878,1471,3980,4004,3153,3255,4930,4085,5.9,16.0,16.1,12.7,13.1,19.8,16.4
"Mobile, AL Metro Area",310M500US33660,33660,430655,28003,73596,70158,53108,52079,85325,68386,6.5,17.1,16.3,12.3,12.1,19.8,15.9
"Modesto, CA Metro Area",310M500US33700,33700,543194,39376,108247,92572,72858,66571,93891,69679,7.2,19.9,17.0,13.4,12.3,17.3,12.8
"Monroe, LA Metro Area",310M500US33740,33740,203457,13824,36376,33631,25591,24204,38155,31676,6.8,17.9,16.5,12.6,11.9,18.8,15.6
"Monroe, MI Metro Area",310M500US33780,33780,149727,7840,24514,20906,17235,18848,34180,26204,5.2,16.4,14.0,11.5,12.6,22.8,17.5
"Montgomery, AL Metro Area",310M500US33860,33860,373544,23913,63232,62928,48484,47954,71734,55299,6.4,16.9,16.8,13.0,12.8,19.2,14.8
"Montrose, CO Micro Area",310M500US33940,33940,46482,2540,7302,5221,4906,5300,10248,10965,5.5,15.7,11.2,10.6,11.4,22.0,23.6
"Morehead City, NC Micro Area",310M500US33980,33980,69070,2917,9354,7959,6815,8826,16456,16743,4.2,13.5,11.5,9.9,12.8,23.8,24.2
"Mount Vernon, OH Micro Area",310M500US34540,34540,61481,3645,10386,10475,6625,6938,12506,10906,5.9,16.9,17.0,10.8,11.3,20.3,17.7
"Mount Vernon-Anacortes, WA Metro Area",310M500US34580,34580,125612,7581,20038,17813,15150,14329,25250,25451,6.0,16.0,14.2,12.1,11.4,20.1,20.3
"Muncie, IN Metro Area",310M500US34620,34620,115020,5771,15544,29786,10910,12991,20634,19384,5.0,13.5,25.9,9.5,11.3,17.9,16.9
"Murray, KY Micro Area",310M500US34660,34660,38837,1978,5061,10024,4411,3904,6923,6536,5.1,13.0,25.8,11.4,10.1,17.8,16.8
"Muscatine, IA Micro Area",310M500US34700,34700,42889,2730,7970,6273,5561,5043,8404,6908,6.4,18.6,14.6,13.0,11.8,19.6,16.1
"Muskegon, MI Metro Area",310M500US34740,34740,173297,10615,29701,26151,21564,20579,36146,28541,6.1,17.1,15.1,12.4,11.9,20.9,16.5
"Muskogee, OK Micro Area",310M500US34780,34780,68736,4580,12246,10692,8599,8253,13069,11297,6.7,17.8,15.6,12.5,12.0,19.0,16.4
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",310M500US34820,34820,463987,21117,60415,58755,48368,53250,104927,117155,4.6,13.0,12.7,10.4,11.5,22.6,25.2
"Nacogdoches, TX Micro Area",310M500US34860,34860,65339,4269,10906,16698,7068,6314,10798,9286,6.5,16.7,25.6,10.8,9.7,16.5,14.2
"Napa, CA Metro Area",310M500US34900,34900,139623,7053,22148,20668,17592,17978,28216,25968,5.1,15.9,14.8,12.6,12.9,20.2,18.6
"Naples-Marco Island, FL Metro Area",310M500US34940,34940,371453,16683,47911,42523,35635,39207,72297,117197,4.5,12.9,11.4,9.6,10.6,19.5,31.6
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",310M500US34980,34980,1871903,119902,316250,321119,271485,248682,352240,242225,6.4,16.9,17.2,14.5,13.3,18.8,12.9
"Morgan City, LA Micro Area",310M500US34020,34020,50968,3512,8831,7767,6011,6156,10498,8193,6.9,17.3,15.2,11.8,12.1,20.6,16.1
"Morgantown, WV Metro Area",310M500US34060,34060,139157,7031,16765,37100,19282,15711,23882,19386,5.1,12.0,26.7,13.9,11.3,17.2,13.9
"Morristown, TN Metro Area",310M500US34100,34100,140912,7615,22735,20106,15410,18540,29846,26660,5.4,16.1,14.3,10.9,13.2,21.2,18.9
"Moscow, ID Micro Area",310M500US34140,34140,39505,2017,5364,13008,4419,3358,6190,5149,5.1,13.6,32.9,11.2,8.5,15.7,13.0
"Moses Lake, WA Micro Area",310M500US34180,34180,95502,7692,20571,15972,12227,10445,15713,12882,8.1,21.5,16.7,12.8,10.9,16.5,13.5
"Moultrie, GA Micro Area",310M500US34220,34220,45486,3119,8792,6976,6193,5325,8144,6937,6.9,19.3,15.3,13.6,11.7,17.9,15.3
"Mountain Home, AR Micro Area",310M500US34260,34260,41427,1736,5531,4376,3761,4266,8978,12779,4.2,13.4,10.6,9.1,10.3,21.7,30.8
"Mountain Home, ID Micro Area",310M500US34300,34300,26743,2113,4598,5647,3562,2644,4699,3480,7.9,17.2,21.1,13.3,9.9,17.6,13.0
"Mount Airy, NC Micro Area",310M500US34340,34340,71971,3681,11713,9799,7154,9762,15386,14476,5.1,16.3,13.6,9.9,13.6,21.4,20.1
"Mount Gay-Shamrock, WV Micro Area",310M500US34350,34350,33154,1880,4909,4300,3647,4715,7273,6430,5.7,14.8,13.0,11.0,14.2,21.9,19.4
"Mount Pleasant, MI Micro Area",310M500US34380,34380,70688,3298,8974,24748,7152,6618,11292,8606,4.7,12.7,35.0,10.1,9.4,16.0,12.2
"Mount Pleasant, TX Micro Area",310M500US34420,34420,45518,3404,9426,7222,5228,5338,7961,6939,7.5,20.7,15.9,11.5,11.7,17.5,15.2
"Mount Sterling, KY Micro Area",310M500US34460,34460,46682,3044,8184,6533,5238,6422,9566,7695,6.5,17.5,14.0,11.2,13.8,20.5,16.5
"Mount Vernon, IL Micro Area",310M500US34500,34500,37985,2403,6039,5440,4651,4757,7621,7074,6.3,15.9,14.3,12.2,12.5,20.1,18.6
"Natchez, MS-LA Micro Area",310M500US35020,35020,51044,3149,8048,7668,6662,5798,10663,9056,6.2,15.8,15.0,13.1,11.4,20.9,17.7
"Natchitoches, LA Micro Area",310M500US35060,35060,38769,2487,6785,8852,3859,4055,6507,6224,6.4,17.5,22.8,10.0,10.5,16.8,16.1
"New Bern, NC Metro Area",310M500US35100,35100,124786,7359,18720,22966,14397,12701,23575,25068,5.9,15.0,18.4,11.5,10.2,18.9,20.1
"Newberry, SC Micro Area",310M500US35140,35140,38194,2237,6099,6009,3832,4639,8033,7345,5.9,16.0,15.7,10.0,12.1,21.0,19.2
"New Castle, IN Micro Area",310M500US35220,35220,48255,2398,7479,7202,5578,6235,10372,8991,5.0,15.5,14.9,11.6,12.9,21.5,18.6
"New Castle, PA Micro Area",310M500US35260,35260,86727,4517,12772,11930,9494,9866,19488,18660,5.2,14.7,13.8,10.9,11.4,22.5,21.5
"New Haven-Milford, CT Metro Area",310M500US35300,35300,857513,44503,130331,143613,107302,105973,180050,145741,5.2,15.2,16.7,12.5,12.4,21.0,17.0
"New Orleans-Metairie, LA Metro Area",310M500US35380,35380,1267777,79004,203971,198089,182175,153132,257440,193966,6.2,16.1,15.6,14.4,12.1,20.3,15.3
"New Philadelphia-Dover, OH Micro Area",310M500US35420,35420,92335,5767,15333,12650,11328,10266,19237,17754,6.2,16.6,13.7,12.3,11.1,20.8,19.2
"Newport, OR Micro Area",310M500US35440,35440,48547,2175,6035,5185,4732,5023,11863,13534,4.5,12.4,10.7,9.7,10.3,24.4,27.9
"Newport, TN Micro Area",310M500US35460,35460,35552,1998,5312,4672,3298,4771,8088,7413,5.6,14.9,13.1,9.3,13.4,22.7,20.9
"New Ulm, MN Micro Area",310M500US35580,35580,25163,1390,4072,3631,2753,2725,5349,5243,5.5,16.2,14.4,10.9,10.8,21.3,20.8
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",310M500US35620,35620,19294236,1177746,2988861,3132183,2685851,2515383,3813789,2980423,6.1,15.5,16.2,13.9,13.0,19.8,15.4
"Niles, MI Metro Area",310M500US35660,35660,154133,8957,24872,21919,17905,17848,32888,29744,5.8,16.1,14.2,11.6,11.6,21.3,19.3
"Nogales, AZ Micro Area",310M500US35700,35700,46480,3311,9399,7067,5360,4861,8445,8037,7.1,20.2,15.2,11.5,10.5,18.2,17.3
"Norfolk, NE Micro Area",310M500US35740,35740,48181,3417,8686,7192,5972,5138,9929,7847,7.1,18.0,14.9,12.4,10.7,20.6,16.3
"North Platte, NE Micro Area",310M500US35820,35820,36585,2129,6542,4618,4526,4467,7338,6965,5.8,17.9,12.6,12.4,12.2,20.1,19.0
"North Port-Sarasota-Bradenton, FL Metro Area",310M500US35840,35840,803709,33314,98403,88849,74149,82508,171600,254886,4.1,12.2,11.1,9.2,10.3,21.4,31.7
"North Vernon, IN Micro Area",310M500US35860,35860,27710,1734,4684,4070,3442,3385,5983,4412,6.3,16.9,14.7,12.4,12.2,21.6,15.9
"Warrensburg, MO Micro Area",310M500US47660,47660,53682,3416,8136,14962,6523,5278,8786,6581,6.4,15.2,27.9,12.2,9.8,16.4,12.3
"Warsaw, IN Micro Area",310M500US47700,47700,79035,5123,13950,12228,9731,9339,15837,12827,6.5,17.7,15.5,12.3,11.8,20.0,16.2
