,CBSA,GEOID,total,mtotal,ftotal,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,Area,ID,CBSAFIPS
295,"Hot Springs, AR Metro Area",310M500US26300,98555,47295,51260,7330,7379,14709,6555,6406,12961,4857,5684,10541,5754,5833,11587,9793,10704,20497,10269,12731,23000,7.4,7.5,14.9,6.7,6.5,13.2,4.9,5.8,10.7,5.8,5.9,11.8,9.9,10.9,20.8,10.4,12.9,23.3,Hot Springs, AR,Metro Area,26300,26300
296,"Houghton, MI Micro Area",310M500US26340,38181,20584,17597,2905,2733,5638,6283,3510,9793,1935,1863,3798,1814,1650,3464,3339,3326,6665,3290,3574,6864,7.6,7.2,14.8,16.5,9.2,25.6,5.1,4.9,9.9,4.8,4.3,9.1,8.7,8.7,17.5,8.6,9.4,18.0,Houghton, MI,Micro Area,26340,26340
297,"Houma-Thibodaux, LA Metro Area",310M500US26380,210162,103571,106591,18922,18394,37316,16829,16698,33527,14875,14367,29242,11871,12367,24238,20184,21154,41338,13525,16759,30284,9.0,8.8,17.8,8.0,7.9,16.0,7.1,6.8,13.9,5.6,5.9,11.5,9.6,10.1,19.7,6.4,8.0,14.4,Houma-Thibodaux, LA,Metro Area,26380,26380
298,"Houston-The Woodlands-Sugar Land, TX Metro Area",310M500US26420,6884138,3417036,3467102,680092,654573,1334665,581843,565976,1147819,513239,510509,1023748,466501,470411,936912,586164,608639,1194803,332131,409851,741982,9.9,9.5,19.4,8.5,8.2,16.7,7.5,7.4,14.9,6.8,6.8,13.6,8.5,8.8,17.4,4.8,6.0,10.8,Houston-The Woodlands-Sugar Land, TX,Metro Area,26420,26420
299,"Hudson, NY Micro Area",310M500US26460,60371,30178,30193,4412,3682,8094,3999,3578,7577,3269,3216,6485,3479,3557,7036,7336,7350,14686,6521,7415,13936,7.3,6.1,13.4,6.6,5.9,12.6,5.4,5.3,10.7,5.8,5.9,11.7,12.2,12.2,24.3,10.8,12.3,23.1,Hudson, NY,Micro Area,26460,26460
300,"Huntingdon, PA Micro Area",310M500US26500,45369,24111,21258,3188,3055,6243,4055,3127,7182,3024,2179,5203,3250,2428,5678,5150,4585,9735,4438,4861,9299,7.0,6.7,13.8,8.9,6.9,15.8,6.7,4.8,11.5,7.2,5.4,12.5,11.4,10.1,21.5,9.8,10.7,20.5,Huntingdon, PA,Micro Area,26500,26500
301,"Huntington, IN Micro Area",310M500US26540,36359,17919,18440,2958,2835,5793,2943,2817,5760,2284,2023,4307,2193,2277,4470,3884,3979,7863,2661,3467,6128,8.1,7.8,15.9,8.1,7.7,15.8,6.3,5.6,11.8,6.0,6.3,12.3,10.7,10.9,21.6,7.3,9.5,16.9,Huntington, IN,Micro Area,26540,26540
302,"Huntington-Ashland, WV-KY-OH Metro Area",310M500US26580,361832,177630,184202,29195,27526,56721,27552,26726,54278,21858,21478,43336,22462,23023,45485,35969,38032,74001,30001,37804,67805,8.1,7.6,15.7,7.6,7.4,15.0,6.0,5.9,12.0,6.2,6.4,12.6,9.9,10.5,20.5,8.3,10.4,18.7,Huntington-Ashland, WV,KY-OH Metro Area,26580,26580
303,"Huntsville, AL Metro Area",310M500US26620,457003,224226,232777,37945,36858,74803,37772,36393,74165,30514,29668,60182,27794,30053,57847,47124,48936,96060,29658,37821,67479,8.3,8.1,16.4,8.3,8.0,16.2,6.7,6.5,13.2,6.1,6.6,12.7,10.3,10.7,21.0,6.5,8.3,14.8,Huntsville, AL,Metro Area,26620,26620
304,"Huntsville, TX Micro Area",310M500US26660,72321,42217,30104,3890,3846,7736,10664,9204,19868,6942,3295,10237,6484,2696,9180,8160,4888,13048,4466,4721,9187,5.4,5.3,10.7,14.7,12.7,27.5,9.6,4.6,14.2,9.0,3.7,12.7,11.3,6.8,18.0,6.2,6.5,12.7,Huntsville, TX,Micro Area,26660,26660
305,"Huron, SD Micro Area",310M500US26700,20364,10314,10050,1907,1841,3748,1424,1245,2669,1256,1048,2304,1159,1015,2174,2073,2044,4117,1668,2054,3722,9.4,9.0,18.4,7.0,6.1,13.1,6.2,5.1,11.3,5.7,5.0,10.7,10.2,10.0,20.2,8.2,10.1,18.3,Huron, SD,Micro Area,26700,26700
306,"Hutchinson, KS Micro Area",310M500US26740,62765,31578,31187,5386,5323,10709,5063,4167,9230,4083,3550,7633,3648,3380,7028,6246,6258,12504,5244,6876,12120,8.6,8.5,17.1,8.1,6.6,14.7,6.5,5.7,12.2,5.8,5.4,11.2,10.0,10.0,19.9,8.4,11.0,19.3,Hutchinson, KS,Micro Area,26740,26740
307,"Hutchinson, MN Micro Area",310M500US26780,35832,17955,17877,3234,2995,6229,2544,2315,4859,2314,2139,4453,2196,2113,4309,3626,3734,7360,2946,3599,6545,9.0,8.4,17.4,7.1,6.5,13.6,6.5,6.0,12.4,6.1,5.9,12.0,10.1,10.4,20.5,8.2,10.0,18.3,Hutchinson, MN,Micro Area,26780,26780
308,"Idaho Falls, ID Metro Area",310M500US26820,145507,73207,72300,17005,16304,33309,10989,10823,21812,10032,9749,19781,8176,7987,16163,11868,11682,23550,8646,9952,18598,11.7,11.2,22.9,7.6,7.4,15.0,6.9,6.7,13.6,5.6,5.5,11.1,8.2,8.0,16.2,5.9,6.8,12.8,Idaho Falls, ID,Metro Area,26820,26820
309,"Indiana, PA Micro Area",310M500US26860,85032,42572,42460,5789,5526,11315,9602,9105,18707,4300,4025,8325,4720,4548,9268,8769,8698,17467,7277,8682,15959,6.8,6.5,13.3,11.3,10.7,22.0,5.1,4.7,9.8,5.6,5.3,10.9,10.3,10.2,20.5,8.6,10.2,18.8,Indiana, PA,Micro Area,26860,26860
310,"Indianapolis-Carmel-Anderson, IN Metro Area",310M500US26900,2029472,991392,1038080,187904,179343,367247,162133,163554,325687,140404,145113,285517,127845,131651,259496,186025,198453,384478,117572,153788,271360,9.3,8.8,18.1,8.0,8.1,16.0,6.9,7.2,14.1,6.3,6.5,12.8,9.2,9.8,18.9,5.8,7.6,13.4,Indianapolis-Carmel-Anderson, IN,Metro Area,26900,26900
311,"Indianola, MS Micro Area",310M500US26940,26168,13867,12301,2157,2267,4424,3011,2059,5070,2143,1456,3599,1984,1370,3354,2346,2432,4778,1397,1987,3384,8.2,8.7,16.9,11.5,7.9,19.4,8.2,5.6,13.8,7.6,5.2,12.8,9.0,9.3,18.3,5.3,7.6,12.9,Indianola, MS,Micro Area,26940,26940
312,"Iowa City, IA Metro Area",310M500US26980,170677,84576,86101,12577,12373,24950,23372,23584,46956,11631,11069,22700,9422,8749,18171,12866,13748,26614,9498,11453,20951,7.4,7.2,14.6,13.7,13.8,27.5,6.8,6.5,13.3,5.5,5.1,10.6,7.5,8.1,15.6,5.6,6.7,12.3,Iowa City, IA,Metro Area,26980,26980
313,"Iron Mountain, MI-WI Micro Area",310M500US27020,29753,15006,14747,2227,2065,4292,1869,1598,3467,1566,1490,3056,1725,1643,3368,3733,3708,7441,3155,3541,6696,7.5,6.9,14.4,6.3,5.4,11.7,5.3,5.0,10.3,5.8,5.5,11.3,12.5,12.5,25.0,10.6,11.9,22.5,Iron Mountain, MI,WI Micro Area,27020,27020
314,"Ithaca, NY Metro Area",310M500US27060,102642,50677,51965,5840,5307,11147,17480,17066,34546,5697,5736,11433,4741,5235,9976,8230,8894,17124,6453,7842,14295,5.7,5.2,10.9,17.0,16.6,33.7,5.6,5.6,11.1,4.6,5.1,9.7,8.0,8.7,16.7,6.3,7.6,13.9,Ithaca, NY,Metro Area,27060,27060
315,"Jackson, MI Metro Area",310M500US27100,158636,80972,77664,13065,12291,25356,13155,11334,24489,9812,8398,18210,10785,9434,20219,17128,16897,34025,12433,14846,27279,8.2,7.7,16.0,8.3,7.1,15.4,6.2,5.3,11.5,6.8,5.9,12.7,10.8,10.7,21.4,7.8,9.4,17.2,Jackson, MI,Metro Area,27100,27100
316,"Jackson, MS Metro Area",310M500US27140,597727,286683,311044,54720,52386,107106,49654,50941,100595,39799,42747,82546,35064,37863,72927,52806,60164,112970,35661,48426,84087,9.2,8.8,17.9,8.3,8.5,16.8,6.7,7.2,13.8,5.9,6.3,12.2,8.8,10.1,18.9,6.0,8.1,14.1,Jackson, MS,Metro Area,27140,27140
317,"Jackson, OH Micro Area",310M500US27160,32450,15723,16727,2886,2885,5771,2299,2172,4471,1960,1918,3878,2033,2183,4216,3160,3452,6612,2370,3074,5444,8.9,8.9,17.8,7.1,6.7,13.8,6.0,5.9,12.0,6.3,6.7,13.0,9.7,10.6,20.4,7.3,9.5,16.8,Jackson, OH,Micro Area,27160,27160
318,"Jackson, TN Metro Area",310M500US27180,178442,84954,93488,15072,15043,30115,14068,14929,28997,10088,10670,20758,10020,11339,21359,16914,18883,35797,13076,17227,30303,8.4,8.4,16.9,7.9,8.4,16.3,5.7,6.0,11.6,5.6,6.4,12.0,9.5,10.6,20.1,7.3,9.7,17.0,Jackson, TN,Metro Area,27180,27180
319,"Jackson, WY-ID Micro Area",310M500US27220,34706,18297,16409,2980,2451,5431,2799,2463,5262,2898,2736,5634,2932,2502,5434,3350,3195,6545,2270,2242,4512,8.6,7.1,15.6,8.1,7.1,15.2,8.4,7.9,16.2,8.4,7.2,15.7,9.7,9.2,18.9,6.5,6.5,13.0,Jackson, WY,ID Micro Area,27220,27220
320,"Jacksonville, FL Metro Area",310M500US27260,1503574,733355,770219,125038,120077,245115,121543,117914,239457,100230,104829,205059,92746,95840,188586,143209,157819,301028,102780,128200,230980,8.3,8.0,16.3,8.1,7.8,15.9,6.7,7.0,13.6,6.2,6.4,12.5,9.5,10.5,20.0,6.8,8.5,15.4,Jacksonville, FL,Metro Area,27260,27260
321,"Jacksonville, IL Micro Area",310M500US27300,39252,19611,19641,2766,2783,5549,3623,3117,6740,2516,2178,4694,2344,2132,4476,3967,4092,8059,3368,4331,7699,7.0,7.1,14.1,9.2,7.9,17.2,6.4,5.5,12.0,6.0,5.4,11.4,10.1,10.4,20.5,8.6,11.0,19.6,Jacksonville, IL,Micro Area,27300,27300
322,"Jacksonville, NC Metro Area",310M500US27340,195069,107985,87084,15379,14879,30258,43198,20166,63364,13677,12403,26080,8288,8951,17239,10842,12459,23301,7749,9706,17455,7.9,7.6,15.5,22.1,10.3,32.5,7.0,6.4,13.4,4.2,4.6,8.8,5.6,6.4,11.9,4.0,5.0,8.9,Jacksonville, NC,Metro Area,27340,27340
323,"Jacksonville, TX Micro Area",310M500US27380,52118,26587,25531,4987,4605,9592,4387,3615,8002,2925,3126,6051,3574,2793,6367,4760,4731,9491,4063,4823,8886,9.6,8.8,18.4,8.4,6.9,15.4,5.6,6.0,11.6,6.9,5.4,12.2,9.1,9.1,18.2,7.8,9.3,17.0,Jacksonville, TX,Micro Area,27380,27380
324,"Jamestown, ND Micro Area",310M500US27420,20965,10714,10251,1503,1498,3001,1854,1641,3495,1474,1175,2649,1174,1037,2211,2324,2128,4452,1783,2179,3962,7.2,7.1,14.3,8.8,7.8,16.7,7.0,5.6,12.6,5.6,4.9,10.5,11.1,10.2,21.2,8.5,10.4,18.9,Jamestown, ND,Micro Area,27420,27420
325,"Jamestown-Dunkirk-Fredonia, NY Micro Area",310M500US27460,128496,63355,65141,9853,9464,19317,10596,9740,20336,6943,7184,14127,7292,7075,14367,13956,14233,28189,11230,13927,25157,7.7,7.4,15.0,8.2,7.6,15.8,5.4,5.6,11.0,5.7,5.5,11.2,10.9,11.1,21.9,8.7,10.8,19.6,Jamestown-Dunkirk-Fredonia, NY,Micro Area,27460,27460
326,"Janesville-Beloit, WI Metro Area",310M500US27500,162152,79875,82277,14368,13708,28076,12050,11656,23706,10147,10221,20368,9876,10284,20160,16717,17136,33853,11567,14572,26139,8.9,8.5,17.3,7.4,7.2,14.6,6.3,6.3,12.6,6.1,6.3,12.4,10.3,10.6,20.9,7.1,9.0,16.1,Janesville-Beloit, WI,Metro Area,27500,27500
327,"Jasper, AL Micro Area",310M500US27530,64110,31453,32657,5394,4939,10333,4645,4401,9046,3829,3659,7488,3626,4048,7674,6546,6909,13455,5364,6827,12191,8.4,7.7,16.1,7.2,6.9,14.1,6.0,5.7,11.7,5.7,6.3,12.0,10.2,10.8,21.0,8.4,10.6,19.0,Jasper, AL,Micro Area,27530,27530
328,"Jasper, IN Micro Area",310M500US27540,54921,27356,27565,4939,4878,9817,3651,3500,7151,3090,3075,6165,3504,3198,6702,6110,5842,11952,4236,5372,9608,9.0,8.9,17.9,6.6,6.4,13.0,5.6,5.6,11.2,6.4,5.8,12.2,11.1,10.6,21.8,7.7,9.8,17.5,Jasper, IN,Micro Area,27540,27540
329,"Jayuya, PR Micro Area",310M500US27580,14539,7186,7353,1447,1039,2486,1344,1180,2524,840,810,1650,943,1042,1985,1337,1475,2812,1096,1242,2338,10.0,7.1,17.1,9.2,8.1,17.4,5.8,5.6,11.3,6.5,7.2,13.7,9.2,10.1,19.3,7.5,8.5,16.1,Jayuya, PR,Micro Area,27580,27580
330,"Jefferson, GA Micro Area",310M500US27600,67885,33636,34249,6453,6357,12810,4671,4617,9288,4534,4542,9076,4852,4755,9607,6380,6496,12876,4397,5382,9779,9.5,9.4,18.9,6.9,6.8,13.7,6.7,6.7,13.4,7.1,7.0,14.2,9.4,9.6,19.0,6.5,7.9,14.4,Jefferson, GA,Micro Area,27600,27600
331,"Jefferson City, MO Metro Area",310M500US27620,151273,77111,74162,12500,12451,24951,12751,11008,23759,11285,9148,20433,9908,8533,18441,15265,15262,30527,10946,13312,24258,8.3,8.2,16.5,8.4,7.3,15.7,7.5,6.0,13.5,6.5,5.6,12.2,10.1,10.1,20.2,7.2,8.8,16.0,Jefferson City, MO,Metro Area,27620,27620
332,"Jennings, LA Micro Area",310M500US27660,31441,15550,15891,3078,2686,5764,2403,2263,4666,2021,2099,4120,1497,1737,3234,3124,3242,6366,2259,2806,5065,9.8,8.5,18.3,7.6,7.2,14.8,6.4,6.7,13.1,4.8,5.5,10.3,9.9,10.3,20.2,7.2,8.9,16.1,Jennings, LA,Micro Area,27660,27660
333,"Jesup, GA Micro Area",310M500US27700,29788,14998,14790,2700,2686,5386,2345,1971,4316,1917,1570,3487,2216,2182,4398,2814,2751,5565,2104,2553,4657,9.1,9.0,18.1,7.9,6.6,14.5,6.4,5.3,11.7,7.4,7.3,14.8,9.4,9.2,18.7,7.1,8.6,15.6,Jesup, GA,Micro Area,27700,27700
334,"Johnson City, TN Metro Area",310M500US27740,202049,98867,103182,14514,14086,28600,16962,17143,34105,11920,11538,23458,12693,12844,25537,20170,21604,41774,17655,21245,38900,7.2,7.0,14.2,8.4,8.5,16.9,5.9,5.7,11.6,6.3,6.4,12.6,10.0,10.7,20.7,8.7,10.5,19.3,Johnson City, TN,Metro Area,27740,27740
335,"Johnstown, PA Metro Area",310M500US27780,133009,65461,67548,9784,9303,19087,10006,9210,19216,7015,6631,13646,7756,7816,15572,14763,14876,29639,12691,16549,29240,7.4,7.0,14.4,7.5,6.9,14.4,5.3,5.0,10.3,5.8,5.9,11.7,11.1,11.2,22.3,9.5,12.4,22.0,Johnstown, PA,Metro Area,27780,27780
336,"Jonesboro, AR Metro Area",310M500US27860,131241,64030,67211,12305,11147,23452,12094,12018,24112,8648,9077,17725,7647,7824,15471,10781,11937,22718,7912,10854,18766,9.4,8.5,17.9,9.2,9.2,18.4,6.6,6.9,13.5,5.8,6.0,11.8,8.2,9.1,17.3,6.0,8.3,14.3,Jonesboro, AR,Metro Area,27860,27860
337,"Joplin, MO Metro Area",310M500US27900,178100,87375,90725,16501,15826,32327,14372,13806,28178,11456,11525,22981,10111,10689,20800,16451,17118,33569,12450,16080,28530,9.3,8.9,18.2,8.1,7.8,15.8,6.4,6.5,12.9,5.7,6.0,11.7,9.2,9.6,18.8,7.0,9.0,16.0,Joplin, MO,Metro Area,27900,27900
338,"Juneau, AK Micro Area",310M500US27940,32227,16504,15723,2645,2424,5069,2732,2531,5263,2517,2391,4908,1954,1971,3925,3741,3407,7148,1945,2094,4039,8.2,7.5,15.7,8.5,7.9,16.3,7.8,7.4,15.2,6.1,6.1,12.2,11.6,10.6,22.2,6.0,6.5,12.5,Juneau, AK,Micro Area,27940,27940
339,"Kahului-Wailuku-Lahaina, HI Metro Area",310M500US27980,165979,82633,83346,13587,12924,26511,10660,10639,21299,11052,11740,22792,11160,10149,21309,17355,17711,35066,13650,15445,29095,8.2,7.8,16.0,6.4,6.4,12.8,6.7,7.1,13.7,6.7,6.1,12.8,10.5,10.7,21.1,8.2,9.3,17.5,Kahului-Wailuku-Lahaina, HI,Metro Area,27980,27980
340,"Aberdeen, SD Micro Area",310M500US10100,42824,21135,21689,3671,3771,7442,3694,3603,7297,2692,2572,5264,2276,2090,4366,4150,4234,8384,3282,4120,7402,8.6,8.8,17.4,8.6,8.4,17.0,6.3,6.0,12.3,5.3,4.9,10.2,9.7,9.9,19.6,7.7,9.6,17.3,Aberdeen, SD,Micro Area,10100,10100
341,"Aberdeen, WA Micro Area",310M500US10140,72779,37317,35462,5751,5290,11041,5112,4249,9361,4722,4080,8802,4423,3893,8316,8081,7984,16065,7344,7955,15299,7.9,7.3,15.2,7.0,5.8,12.9,6.5,5.6,12.1,6.1,5.3,11.4,11.1,11.0,22.1,10.1,10.9,21.0,Aberdeen, WA,Micro Area,10140,10140
342,"Abilene, TX Metro Area",310M500US10180,170669,86183,84486,14569,14258,28827,18932,16538,35470,12630,10340,22970,8857,8673,17530,14142,14725,28867,11118,14248,25366,8.5,8.4,16.9,11.1,9.7,20.8,7.4,6.1,13.5,5.2,5.1,10.3,8.3,8.6,16.9,6.5,8.3,14.9,Abilene, TX,Metro Area,10180,10180
343,"Ada, OK Micro Area",310M500US10220,38355,18832,19523,3317,3152,6469,3753,3613,7366,2391,2267,4658,2074,2250,4324,3240,3496,6736,2753,3519,6272,8.6,8.2,16.9,9.8,9.4,19.2,6.2,5.9,12.1,5.4,5.9,11.3,8.4,9.1,17.6,7.2,9.2,16.4,Ada, OK,Micro Area,10220,10220
344,"Adrian, MI Micro Area",310M500US10300,98381,49699,48682,8128,7452,15580,7922,6898,14820,6205,5277,11482,6392,5954,12346,10289,10538,20827,8092,9958,18050,8.3,7.6,15.8,8.1,7.0,15.1,6.3,5.4,11.7,6.5,6.1,12.5,10.5,10.7,21.2,8.2,10.1,18.3,Adrian, MI,Micro Area,10300,10300
345,"Aguadilla-Isabela, PR Metro Area",310M500US10380,301107,146432,154675,23351,22041,45392,23867,23049,46916,16941,18414,35355,18943,19729,38672,29164,32852,62016,27773,32490,60263,7.8,7.3,15.1,7.9,7.7,15.6,5.6,6.1,11.7,6.3,6.6,12.8,9.7,10.9,20.6,9.2,10.8,20.0,Aguadilla-Isabela, PR,Metro Area,10380,10380
346,"Akron, OH Metro Area",310M500US10420,703845,342350,361495,54478,52561,107039,60536,60517,121053,41168,41917,83085,41483,42864,84347,72418,77570,149988,52849,67584,120433,7.7,7.5,15.2,8.6,8.6,17.2,5.8,6.0,11.8,5.9,6.1,12.0,10.3,11.0,21.3,7.5,9.6,17.1,Akron, OH,Metro Area,10420,10420
347,"Alamogordo, NM Micro Area",310M500US10460,66137,34214,31923,5641,5329,10970,7290,4936,12226,4309,3896,8205,3526,3581,7107,5787,6118,11905,5343,5905,11248,8.5,8.1,16.6,11.0,7.5,18.5,6.5,5.9,12.4,5.3,5.4,10.7,8.8,9.3,18.0,8.1,8.9,17.0,Alamogordo, NM,Micro Area,10460,10460
348,"Albany, GA Metro Area",310M500US10500,148436,70206,78230,13637,12925,26562,12349,13157,25506,8379,10176,18555,8533,8777,17310,12781,15286,28067,9738,13154,22892,9.2,8.7,17.9,8.3,8.9,17.2,5.6,6.9,12.5,5.7,5.9,11.7,8.6,10.3,18.9,6.6,8.9,15.4,Albany, GA,Metro Area,10500,10500
349,"Albany-Lebanon, OR Metro Area",310M500US10540,125048,61638,63410,10716,10203,20919,9347,9115,18462,8134,8153,16287,7054,7127,14181,12055,12758,24813,10562,12333,22895,8.6,8.2,16.7,7.5,7.3,14.8,6.5,6.5,13.0,5.6,5.7,11.3,9.6,10.2,19.8,8.4,9.9,18.3,Albany-Lebanon, OR,Metro Area,10540,10540
350,"Albany-Schenectady-Troy, NY Metro Area",310M500US10580,880736,431481,449255,65269,62277,127546,79279,76003,155282,55415,56432,111847,52427,52867,105294,89745,95284,185029,65768,84029,149797,7.4,7.1,14.5,9.0,8.6,17.6,6.3,6.4,12.7,6.0,6.0,12.0,10.2,10.8,21.0,7.5,9.5,17.0,Albany-Schenectady-Troy, NY,Metro Area,10580,10580
351,"Albemarle, NC Micro Area",310M500US10620,61588,30696,30892,5245,4825,10070,4798,4268,9066,3315,3459,6774,4269,3787,8056,6248,6520,12768,5157,6378,11535,8.5,7.8,16.4,7.8,6.9,14.7,5.4,5.6,11.0,6.9,6.1,13.1,10.1,10.6,20.7,8.4,10.4,18.7,Albemarle, NC,Micro Area,10620,10620
352,"Albert Lea, MN Micro Area",310M500US10660,30463,15155,15308,2568,2424,4992,1864,1840,3704,1793,1597,3390,1770,1692,3462,3283,3239,6522,3029,3670,6699,8.4,8.0,16.4,6.1,6.0,12.2,5.9,5.2,11.1,5.8,5.6,11.4,10.8,10.6,21.4,9.9,12.0,22.0,Albert Lea, MN,Micro Area,10660,10660
353,"Albertville, AL Micro Area",310M500US10700,95643,47230,48413,8973,8299,17272,7253,6645,13898,5421,5841,11262,6150,5807,11957,9105,9441,18546,6981,9112,16093,9.4,8.7,18.1,7.6,6.9,14.5,5.7,6.1,11.8,6.4,6.1,12.5,9.5,9.9,19.4,7.3,9.5,16.8,Albertville, AL,Micro Area,10700,10700
354,"Albuquerque, NM Metro Area",310M500US10740,912108,448642,463466,78189,74651,152840,75149,71780,146929,63951,62333,126284,53842,55134,108976,84822,93069,177891,66100,81430,147530,8.6,8.2,16.8,8.2,7.9,16.1,7.0,6.8,13.8,5.9,6.0,11.9,9.3,10.2,19.5,7.2,8.9,16.2,Albuquerque, NM,Metro Area,10740,10740
355,"Alexander City, AL Micro Area",310M500US10760,51298,25035,26263,3895,3754,7649,3629,3348,6977,2277,2680,4957,3076,3250,6326,5782,6051,11833,5008,5927,10935,7.6,7.3,14.9,7.1,6.5,13.6,4.4,5.2,9.7,6.0,6.3,12.3,11.3,11.8,23.1,9.8,11.6,21.3,Alexander City, AL,Micro Area,10760,10760
356,"Alexandria, LA Metro Area",310M500US10780,153310,76004,77306,14044,13064,27108,12619,11235,23854,10246,9822,20068,9245,9013,18258,14288,15495,29783,10432,13654,24086,9.2,8.5,17.7,8.2,7.3,15.6,6.7,6.4,13.1,6.0,5.9,11.9,9.3,10.1,19.4,6.8,8.9,15.7,Alexandria, LA,Metro Area,10780,10780
357,"Alexandria, MN Micro Area",310M500US10820,37513,18768,18745,2995,2942,5937,2522,2204,4726,2387,2148,4535,1909,1855,3764,3952,4052,8004,3930,4490,8420,8.0,7.8,15.8,6.7,5.9,12.6,6.4,5.7,12.1,5.1,4.9,10.0,10.5,10.8,21.3,10.5,12.0,22.4,Alexandria, MN,Micro Area,10820,10820
358,"Alice, TX Micro Area",310M500US10860,52240,25834,26406,5309,5140,10449,4454,4058,8512,3262,3484,6746,3022,2634,5656,4260,4612,8872,3686,4405,8091,10.2,9.8,20.0,8.5,7.8,16.3,6.2,6.7,12.9,5.8,5.0,10.8,8.2,8.8,17.0,7.1,8.4,15.5,Alice, TX,Micro Area,10860,10860
359,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M500US10900,837610,411125,426485,68443,64649,133092,65957,62476,128433,49801,50174,99975,52433,53038,105471,86926,91394,178320,64987,83345,148332,8.2,7.7,15.9,7.9,7.5,15.3,5.9,6.0,11.9,6.3,6.3,12.6,10.4,10.9,21.3,7.8,10.0,17.7,Allentown-Bethlehem-Easton, PA,NJ Metro Area,10900,10900
360,"Alma, MI Micro Area",310M500US10940,40916,21928,18988,3212,2953,6165,4286,3048,7334,2997,2210,5207,2967,2100,5067,4276,3843,8119,3180,3857,7037,7.9,7.2,15.1,10.5,7.4,17.9,7.3,5.4,12.7,7.3,5.1,12.4,10.5,9.4,19.8,7.8,9.4,17.2,Alma, MI,Micro Area,10940,10940
361,"Alpena, MI Micro Area",310M500US10980,28520,14068,14452,2052,1930,3982,1847,1728,3575,1483,1459,2942,1631,1587,3218,3441,3512,6953,2963,3525,6488,7.2,6.8,14.0,6.5,6.1,12.5,5.2,5.1,10.3,5.7,5.6,11.3,12.1,12.3,24.4,10.4,12.4,22.7,Alpena, MI,Micro Area,10980,10980
362,"Altoona, PA Metro Area",310M500US11020,123157,60259,62898,9619,9017,18636,9158,8598,17756,7211,6884,14095,7189,7515,14704,12891,13583,26474,10768,14228,24996,7.8,7.3,15.1,7.4,7.0,14.4,5.9,5.6,11.4,5.8,6.1,11.9,10.5,11.0,21.5,8.7,11.6,20.3,Altoona, PA,Metro Area,11020,11020
363,"Altus, OK Micro Area",310M500US11060,25063,12558,12505,2223,2179,4402,2517,2053,4570,1715,1613,3328,1382,1486,2868,2049,2168,4217,1630,2087,3717,8.9,8.7,17.6,10.0,8.2,18.2,6.8,6.4,13.3,5.5,5.9,11.4,8.2,8.7,16.8,6.5,8.3,14.8,Altus, OK,Micro Area,11060,11060
364,"Amarillo, TX Metro Area",310M500US11100,263776,132479,131297,24962,24057,49019,22738,21764,44502,19671,17651,37322,16515,15165,31680,22901,23492,46393,16051,20023,36074,9.5,9.1,18.6,8.6,8.3,16.9,7.5,6.7,14.1,6.3,5.7,12.0,8.7,8.9,17.6,6.1,7.6,13.7,Amarillo, TX,Metro Area,11100,11100
365,"Americus, GA Micro Area",310M500US11140,35285,16771,18514,2977,2997,5974,3385,3533,6918,1856,1982,3838,1986,2204,4190,2921,3404,6325,2495,3356,5851,8.4,8.5,16.9,9.6,10.0,19.6,5.3,5.6,10.9,5.6,6.2,11.9,8.3,9.6,17.9,7.1,9.5,16.6,Americus, GA,Micro Area,11140,11140
366,"Ames, IA Metro Area",310M500US11180,123311,63825,59486,8207,7650,15857,22808,18272,41080,7723,6360,14083,5380,5886,11266,9395,9557,18952,7282,8820,16102,6.7,6.2,12.9,18.5,14.8,33.3,6.3,5.2,11.4,4.4,4.8,9.1,7.6,7.8,15.4,5.9,7.2,13.1,Ames, IA,Metro Area,11180,11180
367,"Amsterdam, NY Micro Area",310M500US11220,49302,24255,25047,4268,3931,8199,3498,3354,6852,2899,3071,5970,2927,2940,5867,5091,5196,10287,4029,4991,9020,8.7,8.0,16.6,7.1,6.8,13.9,5.9,6.2,12.1,5.9,6.0,11.9,10.3,10.5,20.9,8.2,10.1,18.3,Amsterdam, NY,Micro Area,11220,11220
368,"Anchorage, AK Metro Area",310M500US11260,398900,204508,194392,37020,34538,71558,39381,33387,72768,31215,29330,60545,24170,23689,47859,37595,37049,74644,20519,22293,42812,9.3,8.7,17.9,9.9,8.4,18.2,7.8,7.4,15.2,6.1,5.9,12.0,9.4,9.3,18.7,5.1,5.6,10.7,Anchorage, AK,Metro Area,11260,11260
369,"Andrews, TX Micro Area",310M500US11380,18036,9174,8862,2096,2041,4137,1598,1364,2962,1465,1335,2800,976,1018,1994,1448,1334,2782,792,1018,1810,11.6,11.3,22.9,8.9,7.6,16.4,8.1,7.4,15.5,5.4,5.6,11.1,8.0,7.4,15.4,4.4,5.6,10.0,Andrews, TX,Micro Area,11380,11380
