CBSA,GEOID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,Name,State,CBSAFIPS
"Ukiah, CA Micro Area",310M200US46380,87612,19216,53278,15118,21.9,60.8,17.3,310300,Ukiah, CA,46380
"Union City, TN-KY Micro Area",310M200US46460,37928,8391,22767,6770,22.1,60.0,17.8,85200,Union City, TN,46460
"Urbana, OH Micro Area",310M200US46500,39628,9538,23964,6126,24.1,60.5,15.5,121100,Urbana, OH,46500
"Urban Honolulu, HI Metro Area",310M200US46520,975690,212789,615048,147853,21.8,63.0,15.2,564400,Urban Honolulu, HI,46520
"Utica-Rome, NY Metro Area",310M200US46540,298273,64235,183347,50691,21.5,61.5,17.0,107800,Utica-Rome, NY,46540
"Uvalde, TX Micro Area",310M200US46620,26763,7568,15043,4152,28.3,56.2,15.5,72000,Uvalde, TX,46620
"Valdosta, GA Metro Area",310M200US46660,142655,35187,91754,15714,24.7,64.3,11.0,121800,Valdosta, GA,46660
"Vallejo-Fairfield, CA Metro Area",310M200US46700,421624,99575,269738,52311,23.6,64.0,12.4,263600,Vallejo-Fairfield, CA,46700
"Valley, AL Micro Area",310M200US46740,34091,7398,20652,6041,21.7,60.6,17.7,82400,Valley, AL,46740
"Van Wert, OH Micro Area",310M200US46780,28612,6860,16766,4986,24.0,58.6,17.4,90000,Van Wert, OH,46780
"Vermillion, SD Micro Area",310M200US46820,13968,2400,10124,1444,17.2,72.5,10.3,136000,Vermillion, SD,46820
"Vernal, UT Micro Area",310M200US46860,34576,11585,19849,3142,33.5,57.4,9.1,187400,Vernal, UT,46860
"Vernon, TX Micro Area",310M200US46900,13265,3249,7858,2158,24.5,59.2,16.3,67100,Vernon, TX,46900
"Vicksburg, MS Micro Area",310M200US46980,57687,14386,35398,7903,24.9,61.4,13.7,93900,Vicksburg, MS,46980
"Victoria, TX Metro Area",310M200US47020,96312,24861,57538,13913,25.8,59.7,14.4,115900,Victoria, TX,47020
"Vidalia, GA Micro Area",310M200US47080,36272,9566,21543,5163,26.4,59.4,14.2,83800,Vidalia, GA,47080
"Vincennes, IN Micro Area",310M200US47180,38181,8201,23802,6178,21.5,62.3,16.2,83100,Vincennes, IN,47180
"Vineland-Bridgeton, NJ Metro Area",310M200US47220,157429,37511,99382,20536,23.8,63.1,13.0,165700,Vineland-Bridgeton, NJ,47220
"Vineyard Haven, MA Micro Area",310M200US47240,16915,3189,10671,3055,18.9,63.1,18.1,641100,Vineyard Haven, MA,47240
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",310M200US47260,1697898,390319,1099126,208453,23.0,64.7,12.3,235900,Virginia Beach-Norfolk-Newport News, VA,47260
"Visalia-Porterville, CA Metro Area",310M200US47300,451108,144268,262107,44733,32.0,58.1,9.9,161000,Visalia-Porterville, CA,47300
"Wabash, IN Micro Area",310M200US47340,32492,7232,19147,6113,22.3,58.9,18.8,95100,Wabash, IN,47340
"Waco, TX Metro Area",310M200US47380,257241,63796,159677,33768,24.8,62.1,13.1,108000,Waco, TX,47380
"Wahpeton, ND-MN Micro Area",310M200US47420,22868,5082,14137,3649,22.2,61.8,16.0,106500,Wahpeton, ND,47420
"Walla Walla, WA Metro Area",310M200US47460,63507,13979,39392,10136,22.0,62.0,16.0,189100,Walla Walla, WA,47460
"Wapakoneta, OH Micro Area",310M200US47540,45867,11333,27149,7385,24.7,59.2,16.1,131500,Wapakoneta, OH,47540
"Warner Robins, GA Metro Area",310M200US47580,184652,46162,117425,21065,25.0,63.6,11.4,128400,Warner Robins, GA,47580
"Warren, PA Micro Area",310M200US47620,41218,8291,24754,8173,20.1,60.1,19.8,89300,Warren, PA,47620
"Warrensburg, MO Micro Area",310M200US47660,53879,12010,35835,6034,22.3,66.5,11.2,142400,Warrensburg, MO,47660
"North Port-Sarasota-Bradenton, FL Metro Area",310M200US35840,722784,126566,388169,208049,17.5,53.7,28.8,169000,North Port-Sarasota-Bradenton, FL,35840
"North Vernon, IN Micro Area",310M200US35860,28223,7149,17220,3854,25.3,61.0,13.7,91100,North Vernon, IN,35860
"North Wilkesboro, NC Micro Area",310M200US35900,69093,15088,41104,12901,21.8,59.5,18.7,110500,North Wilkesboro, NC,35900
"Norwalk, OH Micro Area",310M200US35940,59186,15046,35611,8529,25.4,60.2,14.4,115600,Norwalk, OH,35940
"Norwich-New London, CT Metro Area",310M200US35980,274071,57409,175255,41407,20.9,63.9,15.1,247700,Norwich-New London, CT,35980
"Oak Harbor, WA Micro Area",310M200US36020,78951,15613,47312,16026,19.8,59.9,20.3,287600,Oak Harbor, WA,36020
"Ocala, FL Metro Area",310M200US36100,334771,63641,181343,89787,19.0,54.2,26.8,111500,Ocala, FL,36100
"Ocean City, NJ Metro Area",310M200US36140,96286,17613,56776,21897,18.3,59.0,22.7,307000,Ocean City, NJ,36140
"Odessa, TX Metro Area",310M200US36220,144932,42504,88084,14344,29.3,60.8,9.9,96800,Odessa, TX,36220
"Ogden-Clearfield, UT Metro Area",310M200US36260,614521,197597,357141,59783,32.2,58.1,9.7,198200,Ogden-Clearfield, UT,36260
"Ogdensburg-Massena, NY Micro Area",310M200US36300,112015,23418,72329,16268,20.9,64.6,14.5,86200,Ogdensburg-Massena, NY,36300
"Oil City, PA Micro Area",310M200US36340,54265,11296,32736,10233,20.8,60.3,18.9,80800,Oil City, PA,36340
"Okeechobee, FL Micro Area",310M200US36380,39398,9152,23478,6768,23.2,59.6,17.2,100900,Okeechobee, FL,36380
"Oklahoma City, OK Metro Area",310M200US36420,1297998,323839,815829,158330,24.9,62.9,12.2,133700,Oklahoma City, OK,36420
"Olean, NY Micro Area",310M200US36460,79397,18290,48295,12812,23.0,60.8,16.1,83000,Olean, NY,36460
"Olympia-Tumwater, WA Metro Area",310M200US36500,259330,58294,164644,36392,22.5,63.5,14.0,241300,Olympia-Tumwater, WA,36500
"Omaha-Council Bluffs, NE-IA Metro Area",310M200US36540,886157,230718,552527,102912,26.0,62.4,11.6,145900,Omaha-Council Bluffs, NE,36540
"Orangeburg, SC Micro Area",310M200US36700,91262,20802,55857,14603,22.8,61.2,16.0,86900,Orangeburg, SC,36700
"Oneonta, NY Micro Area",310M200US36580,61778,10798,40179,10801,17.5,65.0,17.5,139000,Oneonta, NY,36580
"Ontario, OR-ID Micro Area",310M200US36620,53398,13928,31065,8405,26.1,58.2,15.7,127900,Ontario, OR,36620
"Opelousas, LA Micro Area",310M200US36660,83518,22474,49248,11796,26.9,59.0,14.1,88700,Opelousas, LA,36660
"Orlando-Kissimmee-Sanford, FL Metro Area",310M200US36740,2226835,508077,1427673,291085,22.8,64.1,13.1,156100,Orlando-Kissimmee-Sanford, FL,36740
"Oshkosh-Neenah, WI Metro Area",310M200US36780,168413,35699,109154,23560,21.2,64.8,14.0,142100,Oshkosh-Neenah, WI,36780
"Oskaloosa, IA Micro Area",310M200US36820,22420,5317,13368,3735,23.7,59.6,16.7,103800,Oskaloosa, IA,36820
"Othello, WA Micro Area",310M200US36830,18951,6630,10399,1922,35.0,54.9,10.1,139200,Othello, WA,36830
"Ottawa, KS Micro Area",310M200US36840,25834,6537,15447,3850,25.3,59.8,14.9,120000,Ottawa, KS,36840
"Ottawa-Peru, IL Micro Area",310M200US36860,152954,34339,91897,26718,22.5,60.1,17.5,117400,Ottawa-Peru, IL,36860
"Ottumwa, IA Micro Area",310M200US36900,44171,10563,26276,7332,23.9,59.5,16.6,80000,Ottumwa, IA,36900
"Owatonna, MN Micro Area",310M200US36940,36472,9420,21479,5573,25.8,58.9,15.3,150600,Owatonna, MN,36940
"Owensboro, KY Metro Area",310M200US36980,115795,28223,69681,17891,24.4,60.2,15.5,109100,Owensboro, KY,36980
"Paris, TN Micro Area",310M200US37540,32279,6850,18820,6609,21.2,58.3,20.5,91400,Paris, TN,37540
"Paris, TX Micro Area",310M200US37580,49704,11798,29174,8732,23.7,58.7,17.6,84100,Paris, TX,37580
"Parkersburg-Vienna, WV Metro Area",310M200US37620,92405,19755,56349,16301,21.4,61.0,17.6,103400,Parkersburg-Vienna, WV,37620
"Parsons, KS Micro Area",310M200US37660,21225,5086,12488,3651,24.0,58.8,17.2,67700,Parsons, KS,37660
"Payson, AZ Micro Area",310M200US37740,53242,11035,29024,13183,20.7,54.5,24.8,134100,Payson, AZ,37740
"Pecos, TX Micro Area",310M200US37780,13978,3177,9078,1723,22.7,64.9,12.3,40600,Pecos, TX,37780
"Pensacola-Ferry Pass-Brent, FL Metro Area",310M200US37860,462339,100752,294277,67310,21.8,63.6,14.6,137200,Pensacola-Ferry Pass-Brent, FL,37860
"Peoria, IL Metro Area",310M200US37900,380241,90091,231327,58823,23.7,60.8,15.5,129900,Peoria, IL,37900
"Peru, IN Micro Area",310M200US37940,36394,8093,22861,5440,22.2,62.8,14.9,85100,Peru, IN,37940
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",310M200US37980,6015336,1368598,3812667,834071,22.8,63.4,13.9,237600,Philadelphia-Camden-Wilmington, PA,37980
"Owosso, MI Micro Area",310M200US37020,69553,16063,42783,10707,23.1,61.5,15.4,104700,Owosso, MI,37020
"Oxford, MS Micro Area",310M200US37060,50256,9192,35675,5389,18.3,71.0,10.7,151700,Oxford, MS,37060
"Oxford, NC Micro Area",310M200US37080,57955,12913,36895,8147,22.3,63.7,14.1,137800,Oxford, NC,37080
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",310M200US37100,835790,208063,522128,105599,24.9,62.5,12.6,444800,Oxnard-Thousand Oaks-Ventura, CA,37100
"Ozark, AL Micro Area",310M200US37120,50013,12064,30811,7138,24.1,61.6,14.3,103300,Ozark, AL,37120
"Paducah, KY-IL Micro Area",310M200US37140,98410,21628,59199,17583,22.0,60.2,17.9,105500,Paducah, KY,37140
"Pahrump, NV Micro Area",310M200US37220,42938,8232,23492,11214,19.2,54.7,26.1,102300,Pahrump, NV,37220
"Palatka, FL Micro Area",310M200US37260,73191,16181,42342,14668,22.1,57.9,20.0,86600,Palatka, FL,37260
"Palestine, TX Micro Area",310M200US37300,58084,11270,39102,7712,19.4,67.3,13.3,80300,Palestine, TX,37300
"Palm Bay-Melbourne-Titusville, FL Metro Area",310M200US37340,548891,104949,325934,118008,19.1,59.4,21.5,138500,Palm Bay-Melbourne-Titusville, FL,37340
"Pampa, TX Micro Area",310M200US37420,22771,5735,13470,3566,25.2,59.2,15.7,73200,Pampa, TX,37420
"Panama City, FL Metro Area",310M200US37460,188769,40028,119488,29253,21.2,63.3,15.5,155000,Panama City, FL,37460
"Paragould, AR Micro Area",310M200US37500,42970,10723,25985,6262,25.0,60.5,14.6,101700,Paragould, AR,37500
"Phoenix-Mesa-Scottsdale, AZ Metro Area",310M200US38060,4337542,1111187,2650872,575483,25.6,61.1,13.3,170200,Phoenix-Mesa-Scottsdale, AZ,38060
"Picayune, MS Micro Area",310M200US38100,55293,13337,33218,8738,24.1,60.1,15.8,112400,Picayune, MS,38100
"Pierre, SD Micro Area",310M200US38180,21824,5173,13423,3228,23.7,61.5,14.8,161000,Pierre, SD,38180
"Pine Bluff, AR Metro Area",310M200US38220,97365,22171,61350,13844,22.8,63.0,14.2,79000,Pine Bluff, AR,38220
"Pinehurst-Southern Pines, NC Micro Area",310M200US38240,90579,19379,50120,21080,21.4,55.3,23.3,199000,Pinehurst-Southern Pines, NC,38240
"Pittsburg, KS Micro Area",310M200US38260,39277,8553,25078,5646,21.8,63.8,14.4,85000,Pittsburg, KS,38260
"Pittsburgh, PA Metro Area",310M200US38300,2358793,463551,1477560,417682,19.7,62.6,17.7,128100,Pittsburgh, PA,38300
"Pittsfield, MA Metro Area",310M200US38340,130064,24294,80156,25614,18.7,61.6,19.7,204100,Pittsfield, MA,38340
"Plainview, TX Micro Area",310M200US38380,35925,10199,21305,4421,28.4,59.3,12.3,71100,Plainview, TX,38380
"Platteville, WI Micro Area",310M200US38420,51272,10671,32445,8156,20.8,63.3,15.9,129500,Platteville, WI,38420
"Plattsburgh, NY Micro Area",310M200US38460,81829,15335,54858,11636,18.7,67.0,14.2,125200,Plattsburgh, NY,38460
"Plymouth, IN Micro Area",310M200US38500,47032,12245,27588,7199,26.0,58.7,15.3,124100,Plymouth, IN,38500
"Pocatello, ID Metro Area",310M200US38540,83394,22602,51017,9775,27.1,61.2,11.7,143800,Pocatello, ID,38540
"Point Pleasant, WV-OH Micro Area",310M200US38580,57970,13120,34935,9915,22.6,60.3,17.1,87100,Point Pleasant, WV,38580
"Ponca City, OK Micro Area",310M200US38620,45781,11499,26256,8026,25.1,57.4,17.5,76200,Ponca City, OK,38620
"Ponce, PR Metro Area",310M200US38660,337919,81220,203864,52835,24.0,60.3,15.6,98600,Ponce, PR,38660
"Pontiac, IL Micro Area",310M200US38700,38476,8235,23981,6260,21.4,62.3,16.3,109200,Pontiac, IL,38700
"Poplar Bluff, MO Micro Area",310M200US38740,42957,10022,25622,7313,23.3,59.6,17.0,91700,Poplar Bluff, MO,38740
"Portales, NM Micro Area",310M200US38780,20065,5172,12483,2410,25.8,62.2,12.0,115800,Portales, NM,38780
"Port Angeles, WA Micro Area",310M200US38820,72024,12874,40790,18360,17.9,56.6,25.5,220400,Port Angeles, WA,38820
"Port Clinton, OH Micro Area",310M200US38840,41304,8275,24629,8400,20.0,59.6,20.3,135800,Port Clinton, OH,38840
"Portland-South Portland, ME Metro Area",310M200US38860,518387,105242,330131,83014,20.3,63.7,16.0,232500,Portland-South Portland, ME,38860
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",310M200US38900,2288796,527489,1479757,281550,23.0,64.7,12.3,264200,Portland-Vancouver-Hillsboro, OR,38900
"Port Lavaca, TX Micro Area",310M200US38920,21569,5541,12602,3426,25.7,58.4,15.9,99600,Port Lavaca, TX,38920
"Port St. Lucie, FL Metro Area",310M200US38940,433646,86867,243866,102913,20.0,56.2,23.7,140400,Port St. Lucie, FL,38940
"Portsmouth, OH Micro Area",310M200US39020,78520,17485,48515,12520,22.3,61.8,15.9,90800,Portsmouth, OH,39020
"Pottsville, PA Micro Area",310M200US39060,147146,29047,90779,27320,19.7,61.7,18.6,93800,Pottsville, PA,39060
"Prescott, AZ Metro Area",310M200US39140,213689,38839,118741,56109,18.2,55.6,26.3,181100,Prescott, AZ,39140
"Price, UT Micro Area",310M200US39220,21118,5676,12419,3023,26.9,58.8,14.3,123000,Price, UT,39220
"Prineville, OR Micro Area",310M200US39260,20798,4227,11856,4715,20.3,57.0,22.7,159800,Prineville, OR,39260
"Providence-Warwick, RI-MA Metro Area",310M200US39300,1604317,336643,1026541,241133,21.0,64.0,15.0,253900,Providence-Warwick, RI,39300
"Provo-Orem, UT Metro Area",310M200US39340,550774,193181,319547,38046,35.1,58.0,6.9,221100,Provo-Orem, UT,39340
"Pueblo, CO Metro Area",310M200US39380,160757,38236,96623,25898,23.8,60.1,16.1,137600,Pueblo, CO,39380
"Pullman, WA Micro Area",310M200US39420,46003,6879,34680,4444,15.0,75.4,9.7,179700,Pullman, WA,39420
"Punta Gorda, FL Metro Area",310M200US39460,163151,22222,82191,58738,13.6,50.4,36.0,140900,Punta Gorda, FL,39460
"Quincy, IL-MO Micro Area",310M200US39500,77289,17625,45852,13812,22.8,59.3,17.9,103500,Quincy, IL,39500
"Racine, WI Metro Area",310M200US39540,195039,47376,120567,27096,24.3,61.8,13.9,167300,Racine, WI,39540
"Raleigh, NC Metro Area",310M200US39580,1189579,304857,768072,116650,25.6,64.6,9.8,206600,Raleigh, NC,39580
"Rapid City, SD Metro Area",310M200US39660,139040,33303,85518,20219,24.0,61.5,14.5,157300,Rapid City, SD,39660
"Warsaw, IN Micro Area",310M200US47700,77790,19498,47295,10997,25.1,60.8,14.1,132000,Warsaw, IN,47700
"Washington, IN Micro Area",310M200US47780,32156,9303,18273,4580,28.9,56.8,14.2,103400,Washington, IN,47780
"Washington, NC Micro Area",310M200US47820,47587,10217,27821,9549,21.5,58.5,20.1,116600,Washington, NC,47820
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M200US47900,5863608,1378476,3859082,626050,23.5,65.8,10.7,373300,Washington-Arlington-Alexandria, DC,47900
"Washington Court House, OH Micro Area",310M200US47920,28875,7003,17331,4541,24.3,60.0,15.7,107800,Washington Court House, OH,47920
"Waterloo-Cedar Falls, IA Metro Area",310M200US47940,168831,36744,106549,25538,21.8,63.1,15.1,129300,Waterloo-Cedar Falls, IA,47940
"Watertown, SD Micro Area",310M200US47980,27598,6817,16625,4156,24.7,60.2,15.1,138500,Watertown, SD,47980
"Watertown-Fort Atkinson, WI Micro Area",310M200US48020,84201,19371,53104,11726,23.0,63.1,13.9,174600,Watertown-Fort Atkinson, WI,48020
"Watertown-Fort Drum, NY Metro Area",310M200US48060,118885,30023,75187,13675,25.3,63.2,11.5,135200,Watertown-Fort Drum, NY,48060
"Wauchula, FL Micro Area",310M200US48100,27549,7603,16068,3878,27.6,58.3,14.1,84200,Wauchula, FL,48100
"Wausau, WI Metro Area",310M200US48140,134886,32272,82286,20328,23.9,61.0,15.1,142900,Wausau, WI,48140
"Waycross, GA Micro Area",310M200US48180,54775,13287,33142,8346,24.3,60.5,15.2,81000,Waycross, GA,48180
"Weatherford, OK Micro Area",310M200US48220,28506,6813,17982,3711,23.9,63.1,13.0,115100,Weatherford, OK,48220
"Weirton-Steubenville, WV-OH Metro Area",310M200US48260,122666,23994,74981,23691,19.6,61.1,19.3,85300,Weirton-Steubenville, WV,48260
"Wenatchee, WA Metro Area",310M200US48300,112847,28609,66474,17764,25.4,58.9,15.7,227900,Wenatchee, WA,48300
"Kalamazoo-Portage, MI Metro Area",310M200US28020,330439,75735,210773,43931,22.9,63.8,13.3,131700,Kalamazoo-Portage, MI,28020
"Kalispell, MT Micro Area",310M200US28060,92373,21185,56712,14476,22.9,61.4,15.7,226700,Kalispell, MT,28060
"Kankakee, IL Metro Area",310M200US28100,112682,27785,69065,15832,24.7,61.3,14.1,143100,Kankakee, IL,28100
"Kansas City, MO-KS Metro Area",310M200US28140,2040869,514850,1268789,257230,25.2,62.2,12.6,158300,Kansas City, MO,28140
"Kapaa, HI Micro Area",310M200US28180,68745,15434,42142,11169,22.5,61.3,16.2,483800,Kapaa, HI,28180
"Kearney, NE Micro Area",310M200US28260,53948,12715,34136,7097,23.6,63.3,13.2,137500,Kearney, NE,28260
"Keene, NH Micro Area",310M200US28300,76596,14493,49955,12148,18.9,65.2,15.9,191200,Keene, NH,28300
"Kendallville, IN Micro Area",310M200US28340,47497,12318,28739,6440,25.9,60.5,13.6,111500,Kendallville, IN,28340
"Kennett, MO Micro Area",310M200US28380,31778,8151,18252,5375,25.6,57.4,16.9,69900,Kennett, MO,28380
"Kennewick-Richland, WA Metro Area",310M200US28420,266561,77390,160032,29139,29.0,60.0,10.9,174000,Kennewick-Richland, WA,28420
"Kerrville, TX Micro Area",310M200US28500,49914,9825,27249,12840,19.7,54.6,25.7,153100,Kerrville, TX,28500
"Ketchikan, AK Micro Area",310M200US28540,13676,3185,9011,1480,23.3,65.9,10.8,261600,Ketchikan, AK,28540
"Key West, FL Micro Area",310M200US28580,75208,11393,49663,14152,15.1,66.0,18.8,379700,Key West, FL,28580
"Kill Devil Hills, NC Micro Area",310M200US28620,38749,7642,24611,6496,19.7,63.5,16.8,269900,Kill Devil Hills, NC,28620
"Killeen-Temple, TX Metro Area",310M200US28660,417887,115364,263151,39372,27.6,63.0,9.4,120600,Killeen-Temple, TX,28660
"Kingsport-Bristol-Bristol, TN-VA Metro Area",310M200US28700,308800,62557,187159,59084,20.3,60.6,19.1,118900,Kingsport-Bristol-Bristol, TN,28700
"Kingston, NY Metro Area",310M200US28740,181598,34903,117462,29233,19.2,64.7,16.1,226600,Kingston, NY,28740
"Wichita, KS Metro Area",310M200US48620,636095,168990,386100,81005,26.6,60.7,12.7,122800,Wichita, KS,48620
"West Plains, MO Micro Area",310M200US48460,40469,9965,23298,7206,24.6,57.6,17.8,99600,West Plains, MO,48460
"Wheeling, WV-OH Metro Area",310M200US48540,146465,28598,91011,26856,19.5,62.1,18.3,92600,Wheeling, WV,48540
"Whitewater-Elkhorn, WI Micro Area",310M200US48580,102920,23268,64980,14672,22.6,63.1,14.3,191400,Whitewater-Elkhorn, WI,48580
"Wichita Falls, TX Metro Area",310M200US48660,151202,34509,95514,21179,22.8,63.2,14.0,89000,Wichita Falls, TX,48660
"Williamsport, PA Metro Area",310M200US48700,116676,24107,72900,19669,20.7,62.5,16.9,134600,Williamsport, PA,48700
"Williston, ND Micro Area",310M200US48780,27066,6597,17344,3125,24.4,64.1,11.5,174200,Williston, ND,48780
"Willmar, MN Micro Area",310M200US48820,42316,10047,25131,7138,23.7,59.4,16.9,162000,Willmar, MN,48820
"Wilmington, NC Metro Area",310M200US48900,263804,53512,170626,39666,20.3,64.7,15.0,199000,Wilmington, NC,48900
"Wilmington, OH Micro Area",310M200US48940,41871,10243,25650,5978,24.5,61.3,14.3,118300,Wilmington, OH,48940
"Wilson, NC Micro Area",310M200US48980,81499,19621,49285,12593,24.1,60.5,15.5,114700,Wilson, NC,48980
"Winchester, VA-WV Metro Area",310M200US49020,131082,30557,81300,19225,23.3,62.0,14.7,204300,Winchester, VA,49020
"Winnemucca, NV Micro Area",310M200US49080,17003,4758,10595,1650,28.0,62.3,9.7,152900,Winnemucca, NV,49080
"Winona, MN Micro Area",310M200US49100,51285,9558,34429,7298,18.6,67.1,14.2,154700,Winona, MN,49100
"Winston-Salem, NC Metro Area",310M200US49180,648045,151707,399876,96462,23.4,61.7,14.9,141900,Winston-Salem, NC,49180
"Wisconsin Rapids-Marshfield, WI Micro Area",310M200US49220,74261,16521,44577,13163,22.2,60.0,17.7,120000,Wisconsin Rapids-Marshfield, WI,49220
"Woodward, OK Micro Area",310M200US49260,20697,5163,12683,2851,24.9,61.3,13.8,108700,Woodward, OK,49260
"Wooster, OH Micro Area",310M200US49300,114978,28693,68621,17664,25.0,59.7,15.4,135300,Wooster, OH,49300
"Worcester, MA-CT Metro Area",310M200US49340,924722,207597,592869,124256,22.4,64.1,13.4,247200,Worcester, MA,49340
"Worthington, MN Micro Area",310M200US49380,21589,5613,12650,3326,26.0,58.6,15.4,107300,Worthington, MN,49380
"Yakima, WA Metro Area",310M200US49420,246402,74195,142365,29842,30.1,57.8,12.1,157900,Yakima, WA,49420
"Yankton, SD Micro Area",310M200US49460,22580,4909,13957,3714,21.7,61.8,16.4,125300,Yankton, SD,49460
"York-Hanover, PA Metro Area",310M200US49620,438052,100153,272404,65495,22.9,62.2,15.0,170900,York-Hanover, PA,49620
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M200US49660,559144,118200,337552,103392,21.1,60.4,18.5,98600,Youngstown-Warren-Boardman, OH,49660
"Yuba City, CA Metro Area",310M200US49700,168126,46314,100867,20945,27.5,60.0,12.5,179100,Yuba City, CA,49700
"Yuma, AZ Metro Area",310M200US49740,201453,54302,114182,32969,27.0,56.7,16.4,113500,Yuma, AZ,49740
"Zanesville, OH Micro Area",310M200US49780,85947,20263,52026,13658,23.6,60.5,15.9,106300,Zanesville, OH,49780
"Zapata, TX Micro Area",310M200US49820,14231,4812,7853,1566,33.8,55.2,11.0,54000,Zapata, TX,49820
"Klamath Falls, OR Micro Area",310M200US28900,65985,14373,39617,11995,21.8,60.0,18.2,154600,Klamath Falls, OR,28900
"Kingsville, TX Micro Area",310M200US28780,32670,8108,20632,3930,24.8,63.2,12.0,77100,Kingsville, TX,28780
"Kinston, NC Micro Area",310M200US28820,59095,13801,35317,9977,23.4,59.8,16.9,92600,Kinston, NC,28820
"Kirksville, MO Micro Area",310M200US28860,30030,5910,19831,4289,19.7,66.0,14.3,99700,Kirksville, MO,28860
"Knoxville, TN Metro Area",310M200US28940,847765,181317,531329,135119,21.4,62.7,15.9,148200,Knoxville, TN,28940
"Laredo, TX Metro Area",310M200US29700,259471,89647,148587,21237,34.5,57.3,8.2,107400,Laredo, TX,29700
"Las Cruces, NM Metro Area",310M200US29740,212942,55482,129392,28068,26.1,60.8,13.2,137300,Las Cruces, NM,29740
"Las Vegas, NM Micro Area",310M200US29780,28899,6094,17961,4844,21.1,62.2,16.8,117700,Las Vegas, NM,29780
"Las Vegas-Henderson-Paradise, NV Metro Area",310M200US29820,2003613,487714,1268812,247087,24.3,63.3,12.3,163100,Las Vegas-Henderson-Paradise, NV,29820
"Laurel, MS Micro Area",310M200US29860,84960,21386,50668,12906,25.2,59.6,15.2,81000,Laurel, MS,29860
"Laurinburg, NC Micro Area",310M200US29900,36034,8704,22062,5268,24.2,61.2,14.6,78700,Laurinburg, NC,29900
"Lawrence, KS Metro Area",310M200US29940,113703,21590,81241,10872,19.0,71.5,9.6,181300,Lawrence, KS,29940
"Lawrenceburg, TN Micro Area",310M200US29980,42084,10514,24504,7066,25.0,58.2,16.8,98300,Lawrenceburg, TN,29980
"Kokomo, IN Metro Area",310M200US29020,82914,19216,49443,14255,23.2,59.6,17.2,96200,Kokomo, IN,29020
"Laconia, NH Micro Area",310M200US29060,60252,12203,37145,10904,20.3,61.6,18.1,220600,Laconia, NH,29060
"La Crosse-Onalaska, WI-MN Metro Area",310M200US29100,135329,28380,87162,19787,21.0,64.4,14.6,154700,La Crosse-Onalaska, WI,29100
"Lafayette, LA Metro Area",310M200US29180,475457,120547,298651,56259,25.4,62.8,11.8,127400,Lafayette, LA,29180
"Lafayette-West Lafayette, IN Metro Area",310M200US29200,207013,43856,140788,22369,21.2,68.0,10.8,125000,Lafayette-West Lafayette, IN,29200
"La Grande, OR Micro Area",310M200US29260,25736,5713,15505,4518,22.2,60.2,17.6,159800,La Grande, OR,29260
"LaGrange, GA Micro Area",310M200US29300,68375,17734,41738,8903,25.9,61.0,13.0,118300,LaGrange, GA,29300
"Lake Charles, LA Metro Area",310M200US29340,201656,50522,124530,26604,25.1,61.8,13.2,118600,Lake Charles, LA,29340
"Lake City, FL Micro Area",310M200US29380,67662,14880,41654,11128,22.0,61.6,16.4,106600,Lake City, FL,29380
"Lake Havasu City-Kingman, AZ Metro Area",310M200US29420,202482,39674,112087,50721,19.6,55.4,25.0,124600,Lake Havasu City-Kingman, AZ,29420
"Lakeland-Winter Haven, FL Metro Area",310M200US29460,617323,142472,359027,115824,23.1,58.2,18.8,107100,Lakeland-Winter Haven, FL,29460
"Lamesa, TX Micro Area",310M200US29500,13593,3297,8331,1965,24.3,61.3,14.5,58800,Lamesa, TX,29500
"Lancaster, PA Metro Area",310M200US29540,526839,128700,315614,82525,24.4,59.9,15.7,187300,Lancaster, PA,29540
"Lansing-East Lansing, MI Metro Area",310M200US29620,467122,100489,307840,58793,21.5,65.9,12.6,129700,Lansing-East Lansing, MI,29620
"Laramie, WY Micro Area",310M200US29660,37220,6117,27746,3357,16.4,74.5,9.0,205300,Laramie, WY,29660
"Lawton, OK Metro Area",310M200US30020,131804,32537,84879,14388,24.7,64.4,10.9,111800,Lawton, OK,30020
"Lebanon, MO Micro Area",310M200US30060,35544,8755,21111,5678,24.6,59.4,16.0,99900,Lebanon, MO,30060
"Lebanon, PA Metro Area",310M200US30140,135184,31006,80386,23792,22.9,59.5,17.6,164500,Lebanon, PA,30140
"Levelland, TX Micro Area",310M200US30220,23205,6205,13931,3069,26.7,60.0,13.2,79300,Levelland, TX,30220
"Lewisburg, PA Micro Area",310M200US30260,44955,8140,29894,6921,18.1,66.5,15.4,154000,Lewisburg, PA,30260
"Lewisburg, TN Micro Area",310M200US30280,30977,7494,19133,4350,24.2,61.8,14.0,111000,Lewisburg, TN,30280
"Lewiston, ID-WA Metro Area",310M200US30300,61610,13160,36763,11687,21.4,59.7,19.0,167100,Lewiston, ID,30300
"Lewiston-Auburn, ME Metro Area",310M200US30340,107470,23893,67496,16081,22.2,62.8,15.0,152800,Lewiston-Auburn, ME,30340
