CBSA,GEOID,CBSAFIPS,total,U5,school,18_20s,30s,40s,50_65,O65,PU5,Pschool,P18_20s,P30s,P40s,P50_65,PO65
"Saginaw, MI Metro Area",310M200US40980,40980,197727,11463,33242,32325,21799,25085,41904,31909,5.8,16.8,16.3,11.0,12.7,21.2,16.1
"St. Cloud, MN Metro Area",310M200US41060,41060,190708,12382,32032,40520,23157,23639,34720,24258,6.5,16.8,21.2,12.1,12.4,18.2,12.7
"St. George, UT Metro Area",310M200US41100,41100,144844,11678,30700,22440,17321,13657,22437,26611,8.1,21.2,15.5,12.0,9.4,15.5,18.4
"St. Joseph, MO-KS Metro Area",310M200US41140,41140,127637,7901,20837,21390,16638,16560,25578,18733,6.2,16.3,16.8,13.0,13.0,20.0,14.7
"St. Louis, MO-IL Metro Area",310M200US41180,41180,2797737,171937,478156,443976,354015,379074,577609,392970,6.1,17.1,15.9,12.7,13.5,20.6,14.0
"St. Marys, GA Micro Area",310M200US41220,41220,51193,3941,9378,11046,6341,6433,8881,5173,7.7,18.3,21.6,12.4,12.6,17.3,10.1
"Salem, OH Micro Area",310M200US41400,41400,106622,5759,16928,13907,13003,14086,24432,18507,5.4,15.9,13.0,12.2,13.2,22.9,17.4
"Salem, OR Metro Area",310M200US41420,41420,396912,27457,73708,66728,49959,49312,73983,55765,6.9,18.6,16.8,12.6,12.4,18.6,14.0
"Salina, KS Micro Area",310M200US41460,41460,61868,4261,10984,9636,7371,7604,12434,9578,6.9,17.8,15.6,11.9,12.3,20.1,15.5
"Salinas, CA Metro Area",310M200US41500,41500,424927,33266,79452,78569,60006,53429,72310,47895,7.8,18.7,18.5,14.1,12.6,17.0,11.3
"Salisbury, MD-DE Metro Area",310M200US41540,41540,381868,21319,55062,60453,39962,46809,82435,75828,5.6,14.4,15.8,10.5,12.3,21.6,19.9
"Salt Lake City, UT Metro Area",310M200US41620,41620,1123643,94725,231920,206078,177140,137270,174972,101538,8.4,20.6,18.3,15.8,12.2,15.6,9.0
"San Angelo, TX Metro Area",310M200US41660,41660,115142,7926,18995,24454,13477,12980,21099,16211,6.9,16.5,21.2,11.7,11.3,18.3,14.1
"San Antonio-New Braunfels, TX Metro Area",310M200US41700,41700,2239222,159424,428963,397903,303377,297750,392947,258858,7.1,19.2,17.8,13.5,13.3,17.5,11.6
"San Diego-Carlsbad, CA Metro Area",310M200US41740,41740,3183143,209009,517889,630751,446947,426917,569451,382179,6.6,16.3,19.8,14.0,13.4,17.9,12.0
"Sandpoint, ID Micro Area",310M200US41760,41760,40899,2061,6480,4388,4278,4999,10781,7912,5.0,15.8,10.7,10.5,12.2,26.4,19.3
"Sandusky, OH Micro Area",310M200US41780,41780,76416,4050,12347,10078,8113,10020,17767,14041,5.3,16.2,13.2,10.6,13.1,23.3,18.4
"Sanford, NC Micro Area",310M200US41820,41820,59096,4162,10976,8820,7371,8120,11181,8466,7.0,18.6,14.9,12.5,13.7,18.9,14.3
"San Francisco-Oakland-Hayward, CA Metro Area",310M200US41860,41860,4466251,259958,667916,723561,673941,660972,884676,595227,5.8,15.0,16.2,15.1,14.8,19.8,13.3
"San Germán, PR Metro Area",310M200US41900,41900,135240,7301,22654,20608,16318,17564,25119,25676,5.4,16.8,15.2,12.1,13.0,18.6,19.0
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M200US41940,41940,1898457,127122,323077,308047,288470,287270,343804,220667,6.7,17.0,16.2,15.2,15.1,18.1,11.6
"San Juan-Carolina-Caguas, PR Metro Area",310M200US41980,41980,2297987,129427,397261,380345,299150,305007,424055,362742,5.6,17.3,16.6,13.0,13.3,18.5,15.8
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",310M200US42020,42020,274184,13406,37319,58448,29199,33065,58001,44746,4.9,13.6,21.3,10.6,12.1,21.2,16.3
"Santa Cruz-Watsonville, CA Metro Area",310M200US42100,42100,267203,15111,39880,56240,32051,34596,56713,32612,5.7,14.9,21.0,12.0,12.9,21.2,12.2
"Santa Fe, NM Metro Area",310M200US42140,42140,146361,7648,21932,19263,17493,18747,35860,25418,5.2,15.0,13.2,12.0,12.8,24.5,17.4
"Santa Isabel, PR Micro Area",310M200US42180,42180,23114,1475,4800,3633,3374,3198,3628,3006,6.4,20.8,15.7,14.6,13.8,15.7,13.0
"Santa Maria-Santa Barbara, CA Metro Area",310M200US42200,42200,431555,27870,70240,97051,52798,50996,74821,57779,6.5,16.3,22.5,12.2,11.8,17.3,13.4
"Santa Rosa, CA Metro Area",310M200US42220,42220,491790,27207,77325,77540,60515,65136,108932,75135,5.5,15.7,15.8,12.3,13.2,22.2,15.3
"Sault Ste. Marie, MI Micro Area",310M200US42300,42300,38698,2106,5769,6943,4898,5230,7839,5913,5.4,14.9,17.9,12.7,13.5,20.3,15.3
"Savannah, GA Metro Area",310M200US42340,42340,361161,24821,60763,71613,48482,46254,65239,43989,6.9,16.8,19.8,13.4,12.8,18.1,12.2
"Sayre, PA Micro Area",310M200US42380,42380,62510,3702,10263,7913,6461,8427,14194,11550,5.9,16.4,12.7,10.3,13.5,22.7,18.5
"Scottsbluff, NE Micro Area",310M200US42420,42420,38911,2603,6868,5713,4708,4238,8117,6664,6.7,17.7,14.7,12.1,10.9,20.9,17.1
"Scottsboro, AL Micro Area",310M200US42460,42460,53012,2922,8786,6915,6681,6820,11684,9204,5.5,16.6,13.0,12.6,12.9,22.0,17.4
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",310M200US42540,42540,562644,28960,83716,87435,62775,76841,120248,102669,5.1,14.9,15.5,11.2,13.7,21.4,18.2
"Searcy, AR Micro Area",310M200US42620,42620,78275,5166,13413,14985,8878,10440,13946,11447,6.6,17.1,19.1,11.3,13.3,17.8,14.6
"Seattle-Tacoma-Bellevue, WA Metro Area",310M200US42660,42660,3557037,228273,568910,605070,529834,517023,696563,411364,6.4,16.0,17.0,14.9,14.5,19.6,11.6
"Sebastian-Vero Beach, FL Metro Area",310M200US42680,42680,140918,6335,19300,15781,12290,16288,30602,40322,4.5,13.7,11.2,8.7,11.6,21.7,28.6
"Sebring, FL Metro Area",310M200US42700,42700,98261,4864,12915,10722,8641,9542,19105,32472,5.0,13.1,10.9,8.8,9.7,19.4,33.0
"Sedalia, MO Micro Area",310M200US42740,42740,42213,3011,7662,6628,4869,5537,8215,6291,7.1,18.2,15.7,11.5,13.1,19.5,14.9
"Selinsgrove, PA Micro Area",310M200US42780,42780,39922,2227,6523,7097,4385,5205,8054,6431,5.6,16.3,17.8,11.0,13.0,20.2,16.1
"Selma, AL Micro Area",310M200US42820,42820,42743,2999,8027,6522,4836,5113,8927,6319,7.0,18.8,15.3,11.3,12.0,20.9,14.8
"Seneca, SC Micro Area",310M200US42860,42860,74656,4108,11334,10092,8550,8964,16499,15109,5.5,15.2,13.5,11.5,12.0,22.1,20.2
"Seneca Falls, NY Micro Area",310M200US42900,42900,35232,1819,5283,5655,3892,4832,7916,5835,5.2,15.0,16.1,11.0,13.7,22.5,16.6
"Sevierville, TN Micro Area",310M200US42940,42940,92561,5295,14740,13008,10913,13243,20036,15326,5.7,15.9,14.1,11.8,14.3,21.6,16.6
"Seymour, IN Micro Area",310M200US42980,42980,43127,2891,7622,6100,5719,5861,8501,6433,6.7,17.7,14.1,13.3,13.6,19.7,14.9
"Sioux City, IA-NE-SD Metro Area",310M200US43580,43580,168824,12448,32372,25936,20886,20616,32942,23624,7.4,19.2,15.4,12.4,12.2,19.5,14.0
"Sioux Falls, SD Metro Area",310M200US43620,43620,238294,18585,43172,40002,33330,31583,43942,27680,7.8,18.1,16.8,14.0,13.3,18.4,11.6
"Snyder, TX Micro Area",310M200US43660,43660,17108,1240,3100,2711,2541,1963,3166,2387,7.2,18.1,15.8,14.9,11.5,18.5,14.0
"Somerset, KY Micro Area",310M200US43700,43700,63505,3705,10682,8413,7447,8913,13557,10788,5.8,16.8,13.2,11.7,14.0,21.3,17.0
"Somerset, PA Micro Area",310M200US43740,43740,77011,3536,10920,10022,9176,10469,17894,14994,4.6,14.2,13.0,11.9,13.6,23.2,19.5
"Sonora, CA Micro Area",310M200US43760,43760,54347,2235,6918,7322,5794,6292,13863,11923,4.1,12.7,13.5,10.7,11.6,25.5,21.9
"South Bend-Mishawaka, IN-MI Metro Area",310M200US43780,43780,318917,20097,56231,53857,37205,41380,64119,46028,6.3,17.6,16.9,11.7,13.0,20.1,14.4
"Spartanburg, SC Metro Area",310M200US43900,43900,317057,20322,55254,49924,38537,43729,63184,46107,6.4,17.4,15.7,12.2,13.8,19.9,14.5
"Spearfish, SD Micro Area",310M200US43940,43940,24478,1233,3374,4710,2544,2768,5581,4268,5.0,13.8,19.2,10.4,11.3,22.8,17.4
"Spencer, IA Micro Area",310M200US43980,43980,16555,1002,2743,2102,2065,1881,3628,3134,6.1,16.6,12.7,12.5,11.4,21.9,18.9
"Shawano, WI Micro Area",310M200US43020,43020,46079,2629,7953,5863,4781,6373,9854,8626,5.7,17.3,12.7,10.4,13.8,21.4,18.7
"Shawnee, OK Micro Area",310M200US43060,43060,70700,4819,12585,11591,8536,9143,13509,10517,6.8,17.8,16.4,12.1,12.9,19.1,14.9
"Sheboygan, WI Metro Area",310M200US43100,43100,115168,6727,20034,15618,14241,15836,25010,17702,5.8,17.4,13.6,12.4,13.8,21.7,15.4
"Shelby, NC Micro Area",310M200US43140,43140,97464,5627,16560,14408,10940,13842,20327,15760,5.8,17.0,14.8,11.2,14.2,20.9,16.2
"Shelbyville, TN Micro Area",310M200US43180,43180,45660,3231,8877,6610,6011,6339,8241,6351,7.1,19.4,14.5,13.2,13.9,18.0,13.9
"Shelton, WA Micro Area",310M200US43220,43220,60728,3292,8731,7961,6596,7617,14548,11983,5.4,14.4,13.1,10.9,12.5,24.0,19.7
"Sheridan, WY Micro Area",310M200US43260,43260,29578,1793,4682,4047,3319,3802,6984,4951,6.1,15.8,13.7,11.2,12.9,23.6,16.7
"Sherman-Denison, TX Metro Area",310M200US43300,43300,121975,7706,21441,18293,13439,16156,25095,19845,6.3,17.6,15.0,11.0,13.2,20.6,16.3
"Show Low, AZ Micro Area",310M200US43320,43320,107489,8219,22619,16477,11783,12153,20596,15642,7.6,21.0,15.3,11.0,11.3,19.2,14.6
"Shreveport-Bossier City, LA Metro Area",310M200US43340,43340,445305,31657,77977,75157,56287,55892,86399,61936,7.1,17.5,16.9,12.6,12.6,19.4,13.9
"Sidney, OH Micro Area",310M200US43380,43380,49165,3298,9773,6598,5410,7206,10155,6725,6.7,19.9,13.4,11.0,14.7,20.7,13.7
"Sierra Vista-Douglas, AZ Metro Area",310M200US43420,43420,130807,8446,21354,21041,15089,14849,26024,24004,6.5,16.3,16.1,11.5,11.4,19.9,18.4
"Sikeston, MO Micro Area",310M200US43460,43460,39137,2678,6824,5651,4533,5353,7896,6202,6.8,17.4,14.4,11.6,13.7,20.2,15.8
"Silver City, NM Micro Area",310M200US43500,43500,29303,1708,4648,3658,3082,2829,6705,6673,5.8,15.9,12.5,10.5,9.7,22.9,22.8
"Spirit Lake, IA Micro Area",310M200US44020,44020,16877,868,2398,1825,1718,1967,4183,3918,5.1,14.2,10.8,10.2,11.7,24.8,23.2
"Spokane-Spokane Valley, WA Metro Area",310M200US44060,44060,533456,32681,88750,93094,63297,67955,110662,77017,6.1,16.6,17.5,11.9,12.7,20.7,14.4
"Springfield, IL Metro Area",310M200US44100,44100,211466,12933,36276,31203,25584,28962,45388,31120,6.1,17.2,14.8,12.1,13.7,21.5,14.7
"Springfield, MA Metro Area",310M200US44140,44140,626775,33503,99720,125202,68445,82278,127231,90396,5.3,15.9,20.0,10.9,13.1,20.3,14.4
"Springfield, MO Metro Area",310M200US44180,44180,444728,28259,73688,83341,55339,56000,83128,64973,6.4,16.6,18.7,12.4,12.6,18.7,14.6
"Springfield, OH Metro Area",310M200US44220,44220,137303,8265,23534,20220,14946,17871,29240,23227,6.0,17.1,14.7,10.9,13.0,21.3,16.9
"Starkville, MS Micro Area",310M200US44260,44260,48639,2594,6159,18977,4811,4464,6937,4697,5.3,12.7,39.0,9.9,9.2,14.3,9.7
"State College, PA Metro Area",310M200US44300,44300,156240,6575,17887,54290,15916,17806,25275,18491,4.2,11.4,34.7,10.2,11.4,16.2,11.8
"Statesboro, GA Micro Area",310M200US44340,44340,71940,4059,10587,24778,7264,8069,10363,6820,5.6,14.7,34.4,10.1,11.2,14.4,9.5
"Sterling, CO Micro Area",310M200US44540,44540,22604,1128,3216,4692,2930,2781,4366,3491,5.0,14.2,20.8,13.0,12.3,19.3,15.4
"Staunton-Waynesboro, VA Metro Area",310M200US44420,44420,119016,6258,18408,16837,13659,16783,25609,21462,5.3,15.5,14.1,11.5,14.1,21.5,18.0
"Steamboat Springs, CO Micro Area",310M200US44460,44460,23428,1074,3603,3870,3217,3502,5793,2369,4.6,15.4,16.5,13.7,14.9,24.7,10.1
"Stephenville, TX Micro Area",310M200US44500,44500,39291,2477,5995,10903,4198,4151,6387,5180,6.3,15.3,27.7,10.7,10.6,16.3,13.2
"Sterling, IL Micro Area",310M200US44580,44580,57680,3273,9923,7641,6226,7587,12527,10503,5.7,17.2,13.2,10.8,13.2,21.7,18.2
"Stevens Point, WI Micro Area",310M200US44620,44620,70337,3740,10435,16194,7563,8790,13999,9616,5.3,14.8,23.0,10.8,12.5,19.9,13.7
"Stillwater, OK Micro Area",310M200US44660,44660,78723,4536,10604,27826,8848,7068,11461,8380,5.8,13.5,35.3,11.2,9.0,14.6,10.6
"Stockton-Lodi, CA Metro Area",310M200US44700,44700,701050,53328,146257,120239,91610,92266,119663,77687,7.6,20.9,17.2,13.1,13.2,17.1,11.1
"Storm Lake, IA Micro Area",310M200US44740,44740,20460,1481,3656,3751,1913,2698,3917,3044,7.2,17.9,18.3,9.3,13.2,19.1,14.9
"Sturgis, MI Micro Area",310M200US44780,44780,60998,4115,11343,8542,7152,7622,12690,9534,6.7,18.6,14.0,11.7,12.5,20.8,15.6
"Sulphur Springs, TX Micro Area",310M200US44860,44860,35478,2469,6547,5024,4198,4488,6919,5833,7.0,18.5,14.2,11.8,12.7,19.5,16.4
"Summerville, GA Micro Area",310M200US44900,44900,25484,1407,4354,3462,3307,3881,5191,3882,5.5,17.1,13.6,13.0,15.2,20.4,15.2
"Summit Park, UT Micro Area",310M200US44920,44920,37877,2419,7731,5109,5021,5746,8544,3307,6.4,20.4,13.5,13.3,15.2,22.6,8.7
"Sumter, SC Metro Area",310M200US44940,44940,107782,7708,19196,19581,12655,13438,20530,14674,7.2,17.8,18.2,11.7,12.5,19.0,13.6
"Sunbury, PA Micro Area",310M200US44980,44980,94294,5051,13724,12991,10715,13090,20880,17843,5.4,14.6,13.8,11.4,13.9,22.1,18.9
"Susanville, CA Micro Area",310M200US45000,45000,33356,1282,3730,7360,5770,5085,6501,3628,3.8,11.2,22.1,17.3,15.2,19.5,10.9
"Sweetwater, TX Micro Area",310M200US45020,45020,15082,1053,2744,2246,1880,1708,2905,2546,7.0,18.2,14.9,12.5,11.3,19.3,16.9
"Syracuse, NY Metro Area",310M200US45060,45060,662236,37508,109378,117934,74247,89611,138066,95492,5.7,16.5,17.8,11.2,13.5,20.8,14.4
"Tahlequah, OK Micro Area",310M200US45140,45140,47860,3191,8151,9776,5449,5616,8807,6870,6.7,17.0,20.4,11.4,11.7,18.4,14.4
"Talladega-Sylacauga, AL Micro Area",310M200US45180,45180,92920,5234,15438,13375,11340,13419,19874,14240,5.6,16.6,14.4,12.2,14.4,21.4,15.3
"Tallahassee, FL Metro Area",310M200US45220,45220,373097,20598,53263,100261,44372,44312,68250,42041,5.5,14.3,26.9,11.9,11.9,18.3,11.3
"Tampa-St. Petersburg-Clearwater, FL Metro Area",310M200US45300,45300,2851235,157667,434374,421576,347044,393614,585685,511275,5.5,15.2,14.8,12.2,13.8,20.5,17.9
"Taos, NM Micro Area",310M200US45340,45340,32956,1717,4746,3852,3206,4489,8429,6517,5.2,14.4,11.7,9.7,13.6,25.6,19.8
"Taylorville, IL Micro Area",310M200US45380,45380,34415,1936,5428,4778,4293,4512,7282,6186,5.6,15.8,13.9,12.5,13.1,21.2,18.0
"Terre Haute, IN Metro Area",310M200US45460,45460,172240,9841,27272,32278,20598,22974,33924,25353,5.7,15.8,18.7,12.0,13.3,19.7,14.7
"Texarkana, TX-AR Metro Area",310M200US45500,45500,149457,9703,26171,22708,20350,19083,29099,22343,6.5,17.5,15.2,13.6,12.8,19.5,14.9
"The Dalles, OR Micro Area",310M200US45520,45520,25387,1556,4155,3595,2769,2917,5644,4751,6.1,16.4,14.2,10.9,11.5,22.2,18.7
"The Villages, FL Metro Area",310M200US45540,45540,103708,2234,6137,6674,7177,7648,23319,50519,2.2,5.9,6.4,6.9,7.4,22.5,48.7
"Thomaston, GA Micro Area",310M200US45580,45580,26681,1703,4403,3799,2723,3832,5759,4462,6.4,16.5,14.2,10.2,14.4,21.6,16.7
"Thomasville, GA Micro Area",310M200US45620,45620,44733,2871,8056,6353,5468,5644,9294,7047,6.4,18.0,14.2,12.2,12.6,20.8,15.8
"Tiffin, OH Micro Area",310M200US45660,45660,56100,3063,9746,9185,6473,7015,12014,8604,5.5,17.4,16.4,11.5,12.5,21.4,15.3
"Tifton, GA Micro Area",310M200US45700,45700,40721,2570,7726,7670,4987,5156,7149,5463,6.3,19.0,18.8,12.2,12.7,17.6,13.4
"Toccoa, GA Micro Area",310M200US45740,45740,25741,1373,4413,4188,2479,3504,5304,4480,5.3,17.1,16.3,9.6,13.6,20.6,17.4
"Toledo, OH Metro Area",310M200US45780,45780,608847,37981,102643,112053,71923,77393,123182,83672,6.2,16.9,18.4,11.8,12.7,20.2,13.7
"Topeka, KS Metro Area",310M200US45820,45820,234195,15496,42145,33559,26963,30152,49526,36354,6.6,18.0,14.3,11.5,12.9,21.1,15.5
"Torrington, CT Micro Area",310M200US45860,45860,187542,8384,29999,22362,18491,29123,47032,32151,4.5,16.0,11.9,9.9,15.5,25.1,17.1
"Traverse City, MI Micro Area",310M200US45900,45900,145374,7526,22632,18922,16804,18315,34467,26708,5.2,15.6,13.0,11.6,12.6,23.7,18.4
"Trenton, NJ Metro Area",310M200US45940,45940,369526,21622,60383,64441,46918,54528,72948,48686,5.9,16.3,17.4,12.7,14.8,19.7,13.2
"Troy, AL Micro Area",310M200US45980,45980,33216,1837,4743,9560,3334,3711,5612,4419,5.5,14.3,28.8,10.0,11.2,16.9,13.3
"Truckee-Grass Valley, CA Micro Area",310M200US46020,46020,98606,4185,13930,11309,10044,11672,26365,21101,4.2,14.1,11.5,10.2,11.8,26.7,21.4
"Tucson, AZ Metro Area",310M200US46060,46060,993144,60904,161066,179023,118994,117569,191004,164584,6.1,16.2,18.0,12.0,11.8,19.2,16.6
"Tullahoma-Manchester, TN Micro Area",310M200US46100,46100,100568,5639,17287,14490,12169,12799,20888,17296,5.6,17.2,14.4,12.1,12.7,20.8,17.2
"Tulsa, OK Metro Area",310M200US46140,46140,954055,66516,174548,151556,124241,124036,184194,128964,7.0,18.3,15.9,13.0,13.0,19.3,13.5
"Tupelo, MS Micro Area",310M200US46180,46180,138377,9514,26019,21242,17381,18996,25685,19540,6.9,18.8,15.4,12.6,13.7,18.6,14.1
"Tuscaloosa, AL Metro Area",310M200US46220,46220,233692,14046,36113,57986,28244,27178,41892,28233,6.0,15.5,24.8,12.1,11.6,17.9,12.1
"Twin Falls, ID Micro Area",310M200US46300,46300,101513,8272,20435,16426,12832,11541,17995,14012,8.1,20.1,16.2,12.6,11.4,17.7,13.8
"Tyler, TX Metro Area",310M200US46340,46340,214735,15026,39270,37209,26403,25988,39031,31808,7.0,18.3,17.3,12.3,12.1,18.2,14.8
"Ukiah, CA Micro Area",310M200US46380,46380,87612,5153,14063,12040,10084,10659,20495,15118,5.9,16.1,13.7,11.5,12.2,23.4,17.3
"Union City, TN-KY Micro Area",310M200US46460,46460,37928,2190,6201,5109,4414,5282,7962,6770,5.8,16.3,13.5,11.6,13.9,21.0,17.8
"Urbana, OH Micro Area",310M200US46500,46500,39628,2392,7146,5452,4530,5730,8252,6126,6.0,18.0,13.8,11.4,14.5,20.8,15.5
"Urban Honolulu, HI Metro Area",310M200US46520,46520,975690,63691,149098,180301,129224,126237,179286,147853,6.5,15.3,18.5,13.2,12.9,18.4,15.2
"Utica-Rome, NY Metro Area",310M200US46540,46540,298273,16848,47387,47215,32752,40153,63227,50691,5.6,15.9,15.8,11.0,13.5,21.2,17.0
"Uvalde, TX Micro Area",310M200US46620,46620,26763,2061,5507,4371,3208,2969,4495,4152,7.7,20.6,16.3,12.0,11.1,16.8,15.5
"Valdosta, GA Metro Area",310M200US46660,46660,142655,10502,24685,34373,17152,16845,23384,15714,7.4,17.3,24.1,12.0,11.8,16.4,11.0
"Vallejo-Fairfield, CA Metro Area",310M200US46700,46700,421624,26351,73224,71784,54045,57315,86594,52311,6.2,17.4,17.0,12.8,13.6,20.5,12.4
"Valley, AL Micro Area",310M200US46740,46740,34091,2008,5390,4802,3709,4745,7396,6041,5.9,15.8,14.1,10.9,13.9,21.7,17.7
"Van Wert, OH Micro Area",310M200US46780,46780,28612,1695,5165,3605,3344,3721,6096,4986,5.9,18.1,12.6,11.7,13.0,21.3,17.4
"Vermillion, SD Micro Area",310M200US46820,46820,13968,696,1704,5568,1301,1292,1963,1444,5.0,12.2,39.9,9.3,9.2,14.1,10.3
"Vernal, UT Micro Area",310M200US46860,46860,34576,3488,8097,5921,5380,3265,5283,3142,10.1,23.4,17.1,15.6,9.4,15.3,9.1
"Vernon, TX Micro Area",310M200US46900,46900,13265,910,2339,2170,1566,1416,2706,2158,6.9,17.6,16.4,11.8,10.7,20.4,16.3
"Vicksburg, MS Micro Area",310M200US46980,46980,57687,3702,10684,9368,6884,7072,12074,7903,6.4,18.5,16.2,11.9,12.3,20.9,13.7
"Victoria, TX Metro Area",310M200US47020,47020,96312,6890,17971,15219,11878,11514,18927,13913,7.2,18.7,15.8,12.3,12.0,19.7,14.4
"Vidalia, GA Micro Area",310M200US47080,47080,36272,2726,6840,5658,4476,4562,6847,5163,7.5,18.9,15.6,12.3,12.6,18.9,14.2
"Vincennes, IN Micro Area",310M200US47180,47180,38181,2223,5978,7266,3943,4913,7680,6178,5.8,15.7,19.0,10.3,12.9,20.1,16.2
"Vineland-Bridgeton, NJ Metro Area",310M200US47220,47220,157429,10786,26725,25988,22535,21935,28924,20536,6.9,17.0,16.5,14.3,13.9,18.4,13.0
"Vineyard Haven, MA Micro Area",310M200US47240,47240,16915,853,2336,1979,1981,2352,4359,3055,5.0,13.8,11.7,11.7,13.9,25.8,18.1
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",310M200US47260,47260,1697898,110047,280272,334789,216662,226374,321301,208453,6.5,16.5,19.7,12.8,13.3,18.9,12.3
"Visalia-Porterville, CA Metro Area",310M200US47300,47300,451108,40923,103345,80838,58374,54841,68054,44733,9.1,22.9,17.9,12.9,12.2,15.1,9.9
"Wabash, IN Micro Area",310M200US47340,47340,32492,1831,5401,4904,3267,4181,6795,6113,5.6,16.6,15.1,10.1,12.9,20.9,18.8
"Waco, TX Metro Area",310M200US47380,47380,257241,18191,45605,54137,31054,29534,44952,33768,7.1,17.7,21.0,12.1,11.5,17.5,13.1
"Wahpeton, ND-MN Micro Area",310M200US47420,47420,22868,1245,3837,3911,2397,2686,5143,3649,5.4,16.8,17.1,10.5,11.7,22.5,16.0
"Walla Walla, WA Metro Area",310M200US47460,47460,63507,3799,10180,12028,7385,7411,12568,10136,6.0,16.0,18.9,11.6,11.7,19.8,16.0
"Wapakoneta, OH Micro Area",310M200US47540,47540,45867,2901,8432,6055,5246,5976,9872,7385,6.3,18.4,13.2,11.4,13.0,21.5,16.1
"Warner Robins, GA Metro Area",310M200US47580,47580,184652,12596,33566,33304,24230,25543,34348,21065,6.8,18.2,18.0,13.1,13.8,18.6,11.4
"Warren, PA Micro Area",310M200US47620,47620,41218,2024,6267,5050,4238,5557,9909,8173,4.9,15.2,12.3,10.3,13.5,24.0,19.8
"Warrensburg, MO Micro Area",310M200US47660,47660,53879,3554,8456,15224,6128,5979,8504,6034,6.6,15.7,28.3,11.4,11.1,15.8,11.2
"North Port-Sarasota-Bradenton, FL Metro Area",310M200US35840,35840,722784,32559,94007,80065,66814,84393,156897,208049,4.5,13.0,11.1,9.2,11.7,21.7,28.8
"North Vernon, IN Micro Area",310M200US35860,35860,28223,1720,5429,3945,3369,4181,5725,3854,6.1,19.2,14.0,11.9,14.8,20.3,13.7
"North Wilkesboro, NC Micro Area",310M200US35900,35900,69093,3662,11426,8573,7675,9763,15093,12901,5.3,16.5,12.4,11.1,14.1,21.8,18.7
"Norwalk, OH Micro Area",310M200US35940,35940,59186,3841,11205,8160,7453,7783,12215,8529,6.5,18.9,13.8,12.6,13.2,20.6,14.4
"Norwich-New London, CT Metro Area",310M200US35980,35980,274071,14320,43089,45773,31491,39071,58920,41407,5.2,15.7,16.7,11.5,14.3,21.5,15.1
"Oak Harbor, WA Micro Area",310M200US36020,36020,78951,4498,11115,12472,8215,8901,17724,16026,5.7,14.1,15.8,10.4,11.3,22.4,20.3
"Ocala, FL Metro Area",310M200US36100,36100,334771,16850,46791,41286,32840,38559,68658,89787,5.0,14.0,12.3,9.8,11.5,20.5,26.8
"Ocean City, NJ Metro Area",310M200US36140,36140,96286,4531,13082,12898,8547,12095,23236,21897,4.7,13.6,13.4,8.9,12.6,24.1,22.7
"Odessa, TX Metro Area",310M200US36220,36220,144932,12876,29628,27952,19511,16809,23812,14344,8.9,20.4,19.3,13.5,11.6,16.4,9.9
"Ogden-Clearfield, UT Metro Area",310M200US36260,36260,614521,55921,141676,103012,91438,69207,93484,59783,9.1,23.1,16.8,14.9,11.3,15.2,9.7
"Ogdensburg-Massena, NY Micro Area",310M200US36300,36300,112015,6317,17101,23502,12044,14296,22487,16268,5.6,15.3,21.0,10.8,12.8,20.1,14.5
"Oil City, PA Micro Area",310M200US36340,36340,54265,2929,8367,6811,5496,7230,13199,10233,5.4,15.4,12.6,10.1,13.3,24.3,18.9
"Okeechobee, FL Micro Area",310M200US36380,36380,39398,2359,6793,6084,4638,5281,7475,6768,6.0,17.2,15.4,11.8,13.4,19.0,17.2
"Oklahoma City, OK Metro Area",310M200US36420,36420,1297998,93683,230156,236900,177338,162049,239542,158330,7.2,17.7,18.3,13.7,12.5,18.5,12.2
"Olean, NY Micro Area",310M200US36460,36460,79397,4776,13514,11896,8121,10547,17731,12812,6.0,17.0,15.0,10.2,13.3,22.3,16.1
"Olympia-Tumwater, WA Metro Area",310M200US36500,36500,259330,15708,42586,41725,35288,33497,54134,36392,6.1,16.4,16.1,13.6,12.9,20.9,14.0
"Omaha-Council Bluffs, NE-IA Metro Area",310M200US36540,36540,886157,65935,164783,149030,120604,117628,165265,102912,7.4,18.6,16.8,13.6,13.3,18.6,11.6
"Orangeburg, SC Micro Area",310M200US36700,36700,91262,5850,14952,16501,9410,11082,18864,14603,6.4,16.4,18.1,10.3,12.1,20.7,16.0
"Oneonta, NY Micro Area",310M200US36580,36580,61778,2618,8180,13697,5582,7344,13556,10801,4.2,13.2,22.2,9.0,11.9,21.9,17.5
"Ontario, OR-ID Micro Area",310M200US36620,36620,53398,3820,10108,8159,6511,6715,9680,8405,7.2,18.9,15.3,12.2,12.6,18.1,15.7
"Opelousas, LA Micro Area",310M200US36660,36660,83518,6529,15945,12612,9756,10332,16548,11796,7.8,19.1,15.1,11.7,12.4,19.8,14.1
"Orlando-Kissimmee-Sanford, FL Metro Area",310M200US36740,36740,2226835,133528,374549,403017,301407,315728,407521,291085,6.0,16.8,18.1,13.5,14.2,18.3,13.1
