CBSA,GEOID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,O*total,O*child,O*taxbase,O*O65,O*Pchild,O*Ptaxbase,O*PO65,O*homevalue,Name,State,Area,CBSAFIPS,O65percchange,taxbasepercchange,childpercchange,totalpercchange,O65sharechange,taxbasesharechange,childsharechange,O65realchange,taxbaserealchange,childrealchange,totalrealchange,homepercchange,homerealchange
"Big Stone Gap, VA Micro Area",310M500US13720,42456,8403,26596,7457,19.8,62.6,17.6,86200,60499,12375,38800,9324,20.5,64.1,15.4,82800,Big Stone Gap, VA, Micro,13720,-20.02,-31.45,-32.1,-29.82,2.200000000000001,-1.499999999999993,-0.6999999999999993,-1867,-12204,-3972,-18043,4.11,3400
"Billings, MT Metro Area",310M500US13740,179071,41435,106634,31002,23.1,59.5,17.3,227900,162892,37974,100276,24642,23.3,61.6,15.1,187100,Billings, MT, Metro,13740,25.81,6.34,9.11,9.93,2.200000000000001,-2.1000000000000014,-0.1999999999999993,6360,6358,3461,16179,21.81,40800
"Binghamton, NY Metro Area",310M500US13780,241874,47899,148264,45711,19.8,61.3,18.9,117600,249261,50798,156323,42140,20.4,62.7,16.9,108800,Binghamton, NY, Metro,13780,8.47,-5.16,-5.71,-2.96,2.0,-1.4000000000000057,-0.5999999999999979,3571,-8059,-2899,-7387,8.09,8800
"Birmingham-Hoover, AL Metro Area",310M500US13820,1085330,250498,666052,168780,23.1,61.4,15.6,165200,1135534,267614,712019,155901,23.6,62.7,13.7,144000,Birmingham-Hoover, AL, Metro,13820,8.26,-6.46,-6.4,-4.42,1.9000000000000004,-1.3000000000000043,-0.5,12879,-45967,-17116,-50204,14.72,21200
"Bismarck, ND Metro Area",310M500US13900,127503,29171,78158,20174,22.9,61.3,15.8,249000,120688,27966,75829,16893,23.2,62.8,14.0,171000,Bismarck, ND, Metro,13900,19.42,3.07,4.31,5.65,1.8000000000000007,-1.5,-0.3000000000000007,3281,2329,1205,6815,45.61,78000
"Blackfoot, ID Micro Area",310M500US13940,45839,14215,25329,6295,31.0,55.3,13.7,160100,45558,14702,25318,5538,32.3,55.6,12.2,136300,Blackfoot, ID, Micro,13940,13.67,0.04,-3.31,0.62,1.5,-0.30000000000000426,-1.2999999999999972,757,11,-487,281,17.46,23800
"Bloomington, IL Metro Area",310M500US14010,172578,37351,113278,21949,21.6,65.6,12.7,167000,188851,42164,125367,21320,22.3,66.4,11.3,154000,Bloomington, IL, Metro,14010,2.95,-9.64,-11.41,-8.62,1.3999999999999986,-0.8000000000000114,-0.6999999999999993,629,-12089,-4813,-16273,8.44,13000
"Bloomington, IN Metro Area",310M500US14020,167296,27528,117355,22413,16.5,70.1,13.4,166400,162422,27564,116376,18482,17.0,71.7,11.4,150800,Bloomington, IN, Metro,14020,21.27,0.84,-0.13,3.0,2.0,-1.6000000000000085,-0.5,3931,979,-36,4874,10.34,15600
"Bloomsburg-Berwick, PA Metro Area",310M500US14100,83974,15303,52460,16211,18.2,62.5,19.3,158300,85564,16042,54946,14576,18.7,64.2,17.0,142000,Bloomsburg-Berwick, PA, Metro,14100,11.22,-4.52,-4.61,-1.86,2.3000000000000007,-1.7000000000000028,-0.5,1635,-2486,-739,-1590,11.48,16300
"Bluefield, WV-VA Micro Area",310M500US14140,107910,21360,63400,23150,19.8,58.8,21.5,98800,106492,21703,65278,19511,20.4,61.3,18.3,86200,Bluefield, WV,-VA Mi,14140,18.65,-2.88,-1.58,1.33,3.1999999999999993,-2.5,-0.5999999999999979,3639,-1878,-343,1418,14.62,12600
"Blytheville, AR Micro Area",310M500US14180,42126,11094,24944,6088,26.3,59.2,14.5,84500,45385,12425,27174,5786,27.4,59.9,12.7,78000,Blytheville, AR, Micro,14180,5.22,-8.21,-10.71,-7.18,1.8000000000000007,-0.6999999999999957,-1.0999999999999979,302,-2230,-1331,-3259,8.33,6500
"Bogalusa, LA Micro Area",310M500US14220,46435,11181,27119,8135,24.1,58.4,17.5,101000,46723,11505,28110,7108,24.6,60.2,15.2,79200,Bogalusa, LA, Micro,14220,14.45,-3.53,-2.82,-0.62,2.3000000000000007,-1.8000000000000043,-0.5,1027,-991,-324,-288,27.53,21800
"Boise City, ID Metro Area",310M500US14260,710743,180886,429307,100550,25.5,60.4,14.1,239900,639616,173626,389534,76456,27.1,60.9,12.0,164400,Boise City, ID, Metro,14260,31.51,10.21,4.18,11.12,2.0999999999999996,-0.5,-1.6000000000000014,24094,39773,7260,71127,45.92,75500
"Boone, NC Micro Area",310M500US14380,54925,7152,39266,8507,13.0,71.5,15.5,238000,51903,6993,38074,6836,13.5,73.4,13.2,225600,Boone, NC, Micro,14380,24.44,3.13,2.27,5.82,2.3000000000000007,-1.9000000000000057,-0.5,1671,1192,159,3022,5.5,12400
"Borger, TX Micro Area",310M500US14420,21344,5486,12388,3470,25.7,58.0,16.3,78800,21947,5785,12918,3244,26.4,58.9,14.8,68200,Borger, TX, Micro,14420,6.97,-4.1,-5.17,-2.75,1.5,-0.8999999999999986,-0.6999999999999993,226,-530,-299,-603,15.54,10600
"Boston-Cambridge-Newton, MA-NH Metro Area",310M500US14460,4832346,965636,3123890,742820,20.0,64.6,15.4,437500,4650876,978345,3036075,636456,21.0,65.3,13.7,363600,Boston-Cambridge-Newton, MA,-NH Me,14460,16.71,2.89,-1.3,3.9,1.700000000000001,-0.7000000000000028,-1.0,106364,87815,-12709,181470,20.32,73900
"Boulder, CO Metro Area",310M500US14500,322510,62446,215970,44094,19.4,67.0,13.7,497300,305166,63207,208166,33793,20.7,68.2,11.1,358000,Boulder, CO, Metro,14500,30.48,3.75,-1.2,5.68,2.5999999999999996,-1.2000000000000028,-1.3000000000000007,10301,7804,-761,17344,38.91,139300
"Bowling Green, KY Metro Area",310M500US14540,174498,39356,110478,24664,22.6,63.3,14.1,151000,162322,36777,104730,20815,22.7,64.5,12.8,124300,Bowling Green, KY, Metro,14540,18.49,5.49,7.01,7.5,1.299999999999999,-1.2000000000000028,-0.09999999999999787,3849,5748,2579,12176,21.48,26700
"Bozeman, MT Micro Area",310M500US14580,108063,21648,73200,13215,20.0,67.7,12.2,357100,93108,19287,64196,9625,20.7,68.9,10.3,263200,Bozeman, MT, Micro,14580,37.3,14.03,12.24,16.06,1.8999999999999986,-1.2000000000000028,-0.6999999999999993,3590,9004,2361,14955,35.68,93900
"Bradford, PA Micro Area",310M500US14620,41401,8202,25316,7883,19.8,61.1,19.0,80400,43024,8830,26657,7537,20.5,62.0,17.5,74700,Bradford, PA, Micro,14620,4.59,-5.03,-7.11,-3.77,1.5,-0.8999999999999986,-0.6999999999999993,346,-1341,-628,-1623,7.63,5700
"Brainerd, MN Micro Area",310M500US14660,93485,20156,51790,21539,21.6,55.4,23.0,197200,91399,20257,52370,18772,22.2,57.3,20.5,175800,Brainerd, MN, Micro,14660,14.74,-1.11,-0.5,2.28,2.5,-1.8999999999999986,-0.5999999999999979,2767,-580,-101,2086,12.17,21400
"Branson, MO Micro Area",310M500US14700,55114,11708,31677,11729,21.2,57.5,21.3,139800,84679,17320,49302,18057,20.5,58.2,21.3,133800,Branson, MO, Micro,14700,-35.04,-35.75,-32.4,-34.91,0.0,-0.7000000000000028,0.6999999999999993,-6328,-17625,-5612,-29565,4.48,6000
"Breckenridge, CO Micro Area",310M500US14720,30649,4977,21758,3914,16.2,71.0,12.8,579600,28482,4783,20997,2702,16.8,73.7,9.5,461100,Breckenridge, CO, Micro,14720,44.86,3.62,4.06,7.61,3.3000000000000007,-2.700000000000003,-0.6000000000000014,1212,761,194,2167,25.7,118500
"Brenham, TX Micro Area",310M500US14780,35163,7701,20086,7376,21.9,57.1,21.0,179100,34039,7379,20078,6582,21.7,59.0,19.3,141700,Brenham, TX, Micro,14780,12.06,0.04,4.36,3.3,1.6999999999999993,-1.8999999999999986,0.1999999999999993,794,8,322,1124,26.39,37400
"Brevard, NC Micro Area",310M500US14820,33775,5406,18257,10112,16.0,54.1,29.9,221900,32943,5698,18300,8945,17.3,55.6,27.2,181300,Brevard, NC, Micro,14820,13.05,-0.23,-5.12,2.53,2.6999999999999993,-1.5,-1.3000000000000007,1167,-43,-292,832,22.39,40600
"Bridgeport-Stamford-Norwalk, CT Metro Area",310M500US14860,943926,214502,582803,146621,22.7,61.7,15.5,428500,934215,225315,578625,130275,24.1,61.9,13.9,422400,Bridgeport-Stamford-Norwalk, CT, Metro,14860,12.55,0.72,-4.8,1.04,1.5999999999999996,-0.19999999999999574,-1.4000000000000021,16346,4178,-10813,9711,1.44,6100
"Brookhaven, MS Micro Area",310M500US15020,34320,8215,20369,5736,23.9,59.4,16.7,99500,34824,8862,20825,5137,25.4,59.8,14.8,84200,Brookhaven, MS, Micro,15020,11.66,-2.19,-7.3,-1.45,1.8999999999999986,-0.3999999999999986,-1.5,599,-456,-647,-504,18.17,15300
"Brookings, OR Micro Area",310M500US15060,22650,3299,11728,7623,14.6,51.8,33.7,265400,22341,3500,12240,6601,15.7,54.8,29.5,211300,Brookings, OR, Micro,15060,15.48,-4.18,-5.74,1.38,4.200000000000003,-3.0,-1.0999999999999996,1022,-512,-201,309,25.6,54100
"Brookings, SD Micro Area",310M500US15100,34601,7058,23492,4051,20.4,67.9,11.7,179000,32647,6187,23199,3261,19.0,71.1,10.0,152000,Brookings, SD, Micro,15100,24.23,1.26,14.08,5.99,1.6999999999999993,-3.1999999999999886,1.3999999999999986,790,293,871,1954,17.76,27000
"Brownsville-Harlingen, TX Metro Area",310M500US15180,421666,129734,236467,55465,30.8,56.1,13.2,85800,415103,133880,232705,48518,32.3,56.1,11.7,77400,Brownsville-Harlingen, TX, Metro,15180,14.32,1.62,-3.1,1.58,1.5,0.0,-1.4999999999999964,6947,3762,-4146,6563,10.85,8400
"Brownwood, TX Micro Area",310M500US15220,37855,8387,22080,7388,22.2,58.3,19.5,102500,37903,8885,22106,6912,23.4,58.3,18.2,86500,Brownwood, TX, Micro,15220,6.89,-0.12,-5.6,-0.13,1.3000000000000007,0.0,-1.1999999999999993,476,-26,-498,-48,18.5,16000
"Brunswick, GA Metro Area",310M500US15260,117400,25547,68594,23259,21.8,58.4,19.8,155300,113572,26549,68712,18311,23.4,60.5,16.1,130900,Brunswick, GA, Metro,15260,27.02,-0.17,-3.77,3.37,3.6999999999999993,-2.1000000000000014,-1.5999999999999979,4948,-118,-1002,3828,18.64,24400
"Burley, ID Micro Area",310M500US15420,44395,13514,24346,6535,30.4,54.8,14.7,154900,43466,13376,24030,6060,30.8,55.3,13.9,116700,Burley, ID, Micro,15420,7.84,1.32,1.03,2.14,0.7999999999999989,-0.5,-0.40000000000000213,475,316,138,929,32.73,38200
"Burlington, IA-IL Micro Area",310M500US15460,46195,10187,26339,9669,22.1,57.0,20.9,104100,47339,10664,27808,8867,22.5,58.7,18.7,93100,Burlington, IA,-IL Mi,15460,9.04,-5.28,-4.47,-2.42,2.1999999999999993,-1.7000000000000028,-0.3999999999999986,802,-1469,-477,-1144,11.82,11000
"Burlington, NC Metro Area",310M500US15500,163324,36538,99621,27165,22.4,61.0,16.6,154800,153713,35485,94825,23403,23.1,61.7,15.2,135800,Burlington, NC, Metro,15500,16.07,5.06,2.97,6.25,1.4000000000000021,-0.7000000000000028,-0.7000000000000028,3762,4796,1053,9611,13.99,19000
"Burlington-South Burlington, VT Metro Area",310M500US15540,218784,41334,144599,32851,18.9,66.1,15.0,275600,213891,43461,143688,26742,20.3,67.2,12.5,252000,Burlington-South Burlington, VT, Metro,15540,22.84,0.63,-4.89,2.29,2.5,-1.1000000000000085,-1.4000000000000021,6109,911,-2127,4893,9.37,23600
"Butte-Silver Bow, MT Micro Area",310M500US15580,34770,7017,21234,6519,20.2,61.1,18.7,149800,34462,7125,21670,5667,20.7,62.9,16.4,122100,Butte-Silver Bow, MT, Micro,15580,15.03,-2.01,-1.52,0.89,2.3000000000000007,-1.7999999999999972,-0.5,852,-436,-108,308,22.69,27700
"Cadillac, MI Micro Area",310M500US15620,48284,11239,27791,9254,23.3,57.6,19.2,111900,47685,11295,28210,8180,23.7,59.2,17.2,96700,Cadillac, MI, Micro,15620,13.13,-1.49,-0.5,1.26,2.0,-1.6000000000000014,-0.3999999999999986,1074,-419,-56,599,15.72,15200
"Calhoun, GA Micro Area",310M500US15660,57202,14094,34861,8247,24.6,60.9,14.4,136000,55666,14562,34295,6809,26.2,61.6,12.2,113100,Calhoun, GA, Micro,15660,21.12,1.65,-3.21,2.76,2.200000000000001,-0.7000000000000028,-1.5999999999999979,1438,566,-468,1536,20.25,22900
"California-Lexington Park, MD Metro Area",310M500US15680,112290,27345,70854,14091,24.4,63.1,12.5,301300,108472,27610,68844,12018,25.5,63.5,11.1,300200,California-Lexington Park, MD, Metro,15680,17.25,2.92,-0.96,3.52,1.4000000000000004,-0.3999999999999986,-1.1000000000000014,2073,2010,-265,3818,0.37,1100
"Cambridge, MD Micro Area",310M500US15700,32138,6809,18592,6737,21.2,57.9,21.0,183300,32614,6936,19617,6061,21.3,60.1,18.6,188100,Cambridge, MD, Micro,15700,11.15,-5.23,-1.83,-1.46,2.3999999999999986,-2.200000000000003,-0.10000000000000142,676,-1025,-127,-476,-2.55,-4800
"Cambridge, OH Micro Area",310M500US15740,39111,8682,22976,7453,22.2,58.7,19.1,114700,39794,9109,23973,6712,22.9,60.2,16.9,94400,Cambridge, OH, Micro,15740,11.04,-4.16,-4.69,-1.72,2.200000000000003,-1.5,-0.6999999999999993,741,-997,-427,-683,21.5,20300
"Camden, AR Micro Area",310M500US15780,29022,6399,16846,5777,22.0,58.0,19.9,74200,30687,6840,18425,5422,22.3,60.0,17.7,67800,Camden, AR, Micro,15780,6.55,-8.57,-6.45,-5.43,2.1999999999999993,-2.0,-0.3000000000000007,355,-1579,-441,-1665,9.44,6400
"Campbellsville, KY Micro Area",310M500US15820,36550,8090,21797,6663,22.1,59.6,18.2,107200,25059,5550,15319,4190,22.1,61.1,16.7,96300,Campbellsville, KY, Micro,15820,59.02,42.29,45.77,45.86,1.5,-1.5,0.0,2473,6478,2540,11491,11.32,10900
"Cañon City, CO Micro Area",310M500US15860,47321,7495,29816,10010,15.8,63.0,21.2,174000,46879,7952,30097,8830,17.0,64.2,18.8,157400,Cañon City, CO, Micro,15860,13.36,-0.93,-5.75,0.94,2.3999999999999986,-1.2000000000000028,-1.1999999999999993,1180,-281,-457,442,10.55,16600
"Canton-Massillon, OH Metro Area",310M500US15940,399736,86128,237183,76425,21.5,59.3,19.1,133900,403629,90017,245093,68519,22.3,60.7,17.0,120900,Canton-Massillon, OH, Metro,15940,11.54,-3.23,-4.32,-0.96,2.1000000000000014,-1.4000000000000057,-0.8000000000000007,7906,-7910,-3889,-3893,10.75,13000
"Cape Coral-Fort Myers, FL Metro Area",310M500US15980,737468,131552,398747,207169,17.8,54.1,28.1,224800,647554,123784,362256,161514,19.1,55.9,24.9,150000,Cape Coral-Fort Myers, FL, Metro,15980,28.27,10.07,6.28,13.89,3.200000000000003,-1.7999999999999972,-1.3000000000000007,45655,36491,7768,89914,49.87,74800
"Cheyenne, WY Metro Area",310M500US16940,98320,22755,60291,15274,23.1,61.3,15.5,227900,94412,22476,59240,12696,23.8,62.7,13.4,186600,Cheyenne, WY, Metro,16940,20.31,1.77,1.24,4.14,2.0999999999999996,-1.4000000000000057,-0.6999999999999993,2578,1051,279,3908,22.13,41300
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",310M500US16980,9508605,2188731,5974264,1345610,23.0,62.8,14.2,239600,9516448,2320469,6047778,1148201,24.4,63.6,12.1,217300,Chicago-Naperville-Elgin, IL,-IN-WI,16980,17.19,-1.22,-5.68,-0.08,2.0999999999999996,-0.8000000000000043,-1.3999999999999986,197409,-73514,-131738,-7843,10.26,22300
"Cape Girardeau, MO-IL Metro Area",310M500US16020,96976,20930,59605,16441,21.6,61.5,17.0,150800,97246,21312,61096,14838,21.9,62.8,15.3,123700,Cape Girardeau, MO,-IL Me,16020,10.8,-2.44,-1.79,-0.28,1.6999999999999993,-1.2999999999999972,-0.29999999999999716,1603,-1491,-382,-270,21.91,27100
"Carbondale-Marion, IL Metro Area",310M500US16060,137573,27592,86264,23717,20.1,62.7,17.2,111800,126933,25345,82943,18645,20.0,65.3,14.7,98800,Carbondale-Marion, IL, Metro,16060,27.2,4.0,8.87,8.38,2.5,-2.5999999999999943,0.10000000000000142,5072,3321,2247,10640,13.16,13000
"Carlsbad-Artesia, NM Micro Area",310M500US16100,57732,15322,34156,8254,26.5,59.2,14.3,155900,54834,14231,32921,7682,26.0,60.0,14.0,116200,Carlsbad-Artesia, NM, Micro,16100,7.45,3.75,7.67,5.29,0.3000000000000007,-0.7999999999999972,0.5,572,1235,1091,2898,34.17,39700
"Carson City, NV Metro Area",310M500US16180,54773,11219,32697,10857,20.5,59.7,19.8,273800,54634,11701,33205,9728,21.4,60.8,17.8,188000,Carson City, NV, Metro,16180,11.61,-1.53,-4.12,0.25,2.0,-1.0999999999999943,-0.8999999999999986,1129,-508,-482,139,45.64,85800
"Casper, WY Metro Area",310M500US16220,80333,19388,49365,11580,24.1,61.5,14.4,208700,78667,18709,50144,9814,23.8,63.7,12.5,183100,Casper, WY, Metro,16220,17.99,-1.55,3.63,2.12,1.9000000000000004,-2.200000000000003,0.3000000000000007,1766,-779,679,1666,13.98,25600
"Cedar City, UT Micro Area",310M500US16260,51213,14712,30076,6425,28.7,58.7,12.5,213600,46725,13916,27843,4966,29.8,59.6,10.6,165400,Cedar City, UT, Micro,16260,29.38,8.02,5.72,9.61,1.9000000000000004,-0.8999999999999986,-1.1000000000000014,1459,2233,796,4488,29.14,48200
"Cedar Rapids, IA Metro Area",310M500US16300,270056,63053,163457,43546,23.3,60.5,16.1,155800,261429,62728,161726,36975,24.0,61.9,14.1,144000,Cedar Rapids, IA, Metro,16300,17.77,1.07,0.52,3.3,2.0000000000000018,-1.3999999999999986,-0.6999999999999993,6571,1731,325,8627,8.19,11800
"Cedartown, GA Micro Area",310M500US16340,41908,10837,24618,6453,25.9,58.7,15.4,110700,41250,10825,24689,5736,26.2,59.9,13.9,102000,Cedartown, GA, Micro,16340,12.5,-0.29,0.11,1.6,1.5,-1.1999999999999957,-0.3000000000000007,717,-71,12,658,8.53,8700
"Celina, OH Micro Area",310M500US16380,40884,10523,23287,7074,25.7,57.0,17.3,153800,40789,10474,23770,6545,25.7,58.3,16.0,127200,Celina, OH, Micro,16380,8.08,-2.03,0.47,0.23,1.3000000000000007,-1.2999999999999972,0.0,529,-483,49,95,20.91,26600
"Centralia, IL Micro Area",310M500US16460,37743,8675,21780,7288,23.0,57.7,19.3,77900,38922,9002,23007,6913,23.1,59.1,17.8,68500,Centralia, IL, Micro,16460,5.42,-5.33,-3.63,-3.03,1.5,-1.3999999999999986,-0.10000000000000142,375,-1227,-327,-1179,13.72,9400
"Centralia, WA Micro Area",310M500US16500,78145,16858,45101,16186,21.6,57.7,20.7,209600,75382,16952,44614,13816,22.5,59.2,18.3,178200,Centralia, WA, Micro,16500,17.15,1.09,-0.55,3.67,2.3999999999999986,-1.5,-0.8999999999999986,2370,487,-94,2763,17.62,31400
"Chambersburg-Waynesboro, PA Metro Area",310M500US16540,154147,34619,89855,29673,22.5,58.3,19.2,180400,151517,35457,89714,26346,23.4,59.2,17.4,174300,Chambersburg-Waynesboro, PA, Metro,16540,12.63,0.16,-2.36,1.74,1.8000000000000007,-0.9000000000000057,-0.8999999999999986,3327,141,-838,2630,3.5,6100
"Champaign-Urbana, IL Metro Area",310M500US16580,226323,43281,153949,29093,19.1,68.0,12.9,159700,234672,46389,161296,26987,19.8,68.7,11.5,142100,Champaign-Urbana, IL, Metro,16580,7.8,-4.55,-6.7,-3.56,1.4000000000000004,-0.7000000000000028,-0.6999999999999993,2106,-7347,-3108,-8349,12.39,17600
"Charleston, WV Metro Area",310M500US16620,264113,54562,157265,52286,20.7,59.5,19.8,107600,225248,47001,139786,38461,20.9,62.1,17.1,97700,Charleston, WV, Metro,16620,35.95,12.5,16.09,17.25,2.6999999999999993,-2.6000000000000014,-0.1999999999999993,13825,17479,7561,38865,10.13,9900
"Charleston-Mattoon, IL Micro Area",310M500US16660,62189,11736,39864,10589,18.9,64.1,17.0,101500,64605,12259,42754,9592,19.0,66.2,14.8,89700,Charleston-Mattoon, IL, Micro,16660,10.39,-6.76,-4.27,-3.74,2.1999999999999993,-2.1000000000000085,-0.10000000000000142,997,-2890,-523,-2416,13.15,11800
"Charleston-North Charleston, SC Metro Area",310M500US16700,774508,170264,490170,114074,22.0,63.3,14.7,236700,697281,159160,451811,86310,22.8,64.8,12.4,186700,Charleston-North Charleston, SC, Metro,16700,32.17,8.49,6.98,11.08,2.299999999999999,-1.5,-0.8000000000000007,27764,38359,11104,77227,26.78,50000
"Charlotte-Concord-Gastonia, NC-SC Metro Area",310M500US16740,2545560,609172,1596934,339454,23.9,62.7,13.3,200000,2298915,576066,1455406,267443,25.1,63.3,11.6,164900,Charlotte-Concord-Gastonia, NC,-SC Me,16740,26.93,9.72,5.75,10.73,1.700000000000001,-0.5999999999999943,-1.2000000000000028,72011,141528,33106,246645,21.29,35100
"Charlottesville, VA Metro Area",310M500US16820,215445,41908,136624,36913,19.5,63.4,17.1,291100,223063,44962,145463,32638,20.2,65.2,14.6,260300,Charlottesville, VA, Metro,16820,13.1,-6.08,-6.79,-3.42,2.5000000000000018,-1.8000000000000043,-0.6999999999999993,4275,-8839,-3054,-7618,11.83,30800
"Chattanooga, TN-GA Metro Area",310M500US16860,556209,117941,340395,97873,21.2,61.2,17.6,163100,537397,117871,336554,82972,21.9,62.6,15.4,143200,Chattanooga, TN,-GA Me,16860,17.96,1.14,0.06,3.5,2.200000000000001,-1.3999999999999986,-0.6999999999999993,14901,3841,70,18812,13.9,19900
"Chico, CA Metro Area",310M500US17020,225817,45439,139693,40685,20.1,61.9,18.0,271700,221578,45530,140338,35710,20.5,63.3,16.1,220100,Chico, CA, Metro,17020,13.93,-0.46,-0.2,1.91,1.8999999999999986,-1.3999999999999986,-0.3999999999999986,4975,-645,-91,4239,23.44,51600
"Chillicothe, OH Micro Area",310M500US17060,76948,16541,48018,12389,21.5,62.4,16.1,123800,77552,17137,49426,10989,22.1,63.7,14.2,109400,Chillicothe, OH, Micro,17060,12.74,-2.85,-3.48,-0.78,1.9000000000000021,-1.3000000000000043,-0.6000000000000014,1400,-1408,-596,-604,13.16,14400
"Cincinnati, OH-KY-IN Metro Area",310M500US17140,2201741,520102,1355208,326431,23.6,61.6,14.8,168900,2131793,521685,1335666,274442,24.5,62.7,12.9,152600,Cincinnati, OH,-KY-IN,17140,18.94,1.46,-0.3,3.28,1.9000000000000004,-1.1000000000000014,-0.8999999999999986,51989,19542,-1583,69948,10.68,16300
"Clarksburg, WV Micro Area",310M500US17220,93332,19312,56050,17970,20.7,60.1,19.3,116200,94320,19958,58256,16106,21.2,61.8,17.1,91800,Clarksburg, WV, Micro,17220,11.57,-3.79,-3.24,-1.05,2.1999999999999993,-1.6999999999999957,-0.5,1864,-2206,-646,-988,26.58,24400
"Clarksdale, MS Micro Area",310M500US17260,23255,6355,13500,3400,27.3,58.1,14.6,68300,25527,7300,15004,3223,28.6,58.8,12.6,58100,Clarksdale, MS, Micro,17260,5.49,-10.02,-12.95,-8.9,2.0,-0.6999999999999957,-1.3000000000000007,177,-1504,-945,-2272,17.56,10200
"Clarksville, TN-KY Metro Area",310M500US17300,299470,79220,187536,32714,26.5,62.6,10.9,154600,270751,74350,170749,25652,27.5,63.1,9.5,135600,Clarksville, TN,-KY Me,17300,27.53,9.83,6.55,10.61,1.4000000000000004,-0.5,-1.0,7062,16787,4870,28719,14.01,19000
"Clearlake, CA Micro Area",310M500US17340,64195,13400,36462,14333,20.9,56.8,22.3,219400,64209,13209,38839,12161,20.6,60.5,18.9,167900,Clearlake, CA, Micro,17340,17.86,-6.12,1.45,-0.02,3.400000000000002,-3.700000000000003,0.29999999999999716,2172,-2377,191,-14,30.67,51500
"Cleveland, MS Micro Area",310M500US17380,31848,7916,19152,4780,24.9,60.1,15.0,96100,33961,8628,20912,4421,25.4,61.6,13.0,84900,Cleveland, MS, Micro,17380,8.12,-8.42,-8.25,-6.22,2.0,-1.5,-0.5,359,-1760,-712,-2113,13.19,11200
"Cleveland, TN Metro Area",310M500US17420,122563,26690,74638,21235,21.8,60.9,17.3,156300,117719,26448,73109,18162,22.5,62.1,15.4,137600,Cleveland, TN, Metro,17420,16.92,2.09,0.92,4.11,1.9000000000000004,-1.2000000000000028,-0.6999999999999993,3073,1529,242,4844,13.59,18700
"Cleveland-Elyria, OH Metro Area",310M500US17460,2056898,438066,1248624,370208,21.3,60.7,18.0,151600,2067490,464817,1275097,327576,22.5,61.7,15.8,139800,Cleveland-Elyria, OH, Metro,17460,13.01,-2.08,-5.76,-0.51,2.1999999999999993,-1.0,-1.1999999999999993,42632,-26473,-26751,-10592,8.44,11800
"Clewiston, FL Micro Area",310M500US17500,40732,10982,24405,5345,27.0,59.9,13.1,94500,38360,10712,23064,4584,27.9,60.1,11.9,72400,Clewiston, FL, Micro,17500,16.6,5.81,2.52,6.18,1.1999999999999993,-0.20000000000000284,-0.8999999999999986,761,1341,270,2372,30.52,22100
"Clinton, IA Micro Area",310M500US17540,46909,10689,27163,9057,22.8,57.9,19.3,118100,48663,11193,28982,8488,23.0,59.6,17.4,110100,Clinton, IA, Micro,17540,6.7,-6.28,-4.5,-3.6,1.9000000000000021,-1.7000000000000028,-0.1999999999999993,569,-1819,-504,-1754,7.27,8000
"Clovis, NM Micro Area",310M500US17580,49732,13206,30435,6091,26.6,61.2,12.2,125000,50173,13718,30832,5623,27.3,61.5,11.2,129000,Clovis, NM, Micro,17580,8.32,-1.29,-3.73,-0.88,1.0,-0.29999999999999716,-0.6999999999999993,468,-397,-512,-441,-3.1,-4000
"Coamo, PR Micro Area",310M500US17620,38906,7915,24294,6697,20.3,62.4,17.2,90700,40496,10042,24837,5617,24.8,61.3,13.9,92100,Coamo, PR, Micro,17620,19.23,-2.19,-21.18,-3.93,3.299999999999999,1.1000000000000014,-4.5,1080,-543,-2127,-1590,-1.52,-1400
