CBSA,GEOID,total,mtotal,mu5,ftotal,fu5,tu5,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmu5,Pfu5,Ptu5,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,CBSAFIPS
"Evanston, WY Micro Area",310M200US21740,20989,10687,921,10302,741,1662,2421,2180,4601,1498,1384,2882,1704,1449,3153,1005,1321,2326,2111,2197,4308,1027,1030,2057,4.4,3.5,7.9,11.5,10.4,21.9,7.1,6.6,13.7,8.1,6.9,15.0,4.8,6.3,11.1,10.1,10.5,20.5,4.9,4.9,9.8,Evanston, WY,21740
"Evansville, IN-KY Metro Area",310M200US21780,313450,152404,10204,161046,9634,19838,26718,25385,52103,24735,25886,50621,18939,18813,37752,19897,20708,40605,32340,33820,66160,19571,26800,46371,3.3,3.1,6.3,8.5,8.1,16.6,7.9,8.3,16.1,6.0,6.0,12.0,6.3,6.6,13.0,10.3,10.8,21.1,6.2,8.6,14.8,Evansville, IN,21780
"Fairbanks, AK Metro Area",310M200US21820,99319,52832,4106,46487,3765,7871,8608,8241,16849,13746,10111,23857,7377,6481,13858,6384,5853,12237,9042,8407,17449,3569,3629,7198,4.1,3.8,7.9,8.7,8.3,17.0,13.8,10.2,24.0,7.4,6.5,14.0,6.4,5.9,12.3,9.1,8.5,17.6,3.6,3.7,7.2,Fairbanks, AK,21820
"Fairfield, IA Micro Area",310M200US21840,17102,8966,467,8136,316,783,1124,1327,2451,1880,1065,2945,1085,828,1913,874,927,1801,2290,2132,4422,1246,1541,2787,2.7,1.8,4.6,6.6,7.8,14.3,11.0,6.2,17.2,6.3,4.8,11.2,5.1,5.4,10.5,13.4,12.5,25.9,7.3,9.0,16.3,Fairfield, IA,21840
"Fairmont, WV Micro Area",310M200US21900,56698,27708,1549,28990,1647,3196,4206,3935,8141,4701,4670,9371,3426,3108,6534,3671,3987,7658,5934,5999,11933,4221,5644,9865,2.7,2.9,5.6,7.4,6.9,14.4,8.3,8.2,16.5,6.0,5.5,11.5,6.5,7.0,13.5,10.5,10.6,21.0,7.4,10.0,17.4,Fairmont, WV,21900
"Elizabeth City, NC Micro Area",310M200US21020,63867,31141,2067,32726,1725,3792,5094,5270,10364,5243,4914,10157,3814,3965,7779,4142,4257,8399,6210,6823,13033,4571,5772,10343,3.2,2.7,5.9,8.0,8.3,16.2,8.2,7.7,15.9,6.0,6.2,12.2,6.5,6.7,13.2,9.7,10.7,20.4,7.2,9.0,16.2,Elizabeth City, NC,21020
"Elizabethtown-Fort Knox, KY Metro Area",310M200US21060,150917,75253,5284,75664,5103,10387,14204,13701,27905,13607,11535,25142,10058,9664,19722,10301,10784,21085,14064,14814,28878,7735,10063,17798,3.5,3.4,6.9,9.4,9.1,18.5,9.0,7.6,16.7,6.7,6.4,13.1,6.8,7.1,14.0,9.3,9.8,19.1,5.1,6.7,11.8,Elizabethtown-Fort Knox, KY,21060
"Elk City, OK Micro Area",310M200US21120,22941,12445,961,10496,879,1840,2067,1765,3832,2407,1699,4106,1929,1277,3206,1715,1240,2955,2182,2031,4213,1184,1605,2789,4.2,3.8,8.0,9.0,7.7,16.7,10.5,7.4,17.9,8.4,5.6,14.0,7.5,5.4,12.9,9.5,8.9,18.4,5.2,7.0,12.2,Elk City, OK,21120
"Elkhart-Goshen, IN Metro Area",310M200US21140,199544,98488,7948,101056,7625,15573,20717,20021,40738,15215,14946,30161,12709,12997,25706,13089,12662,25751,17840,18454,36294,10970,14351,25321,4.0,3.8,7.8,10.4,10.0,20.4,7.6,7.5,15.1,6.4,6.5,12.9,6.6,6.3,12.9,8.9,9.2,18.2,5.5,7.2,12.7,Elkhart-Goshen, IN,21140
"Elkins, WV Micro Area",310M200US21180,29446,15254,808,14192,780,1588,2201,2002,4203,2467,1820,4287,1860,1467,3327,2165,1949,4114,3197,3222,6419,2556,2952,5508,2.7,2.6,5.4,7.5,6.8,14.3,8.4,6.2,14.6,6.3,5.0,11.3,7.4,6.6,14.0,10.9,10.9,21.8,8.7,10.0,18.7,Elkins, WV,21180
"Elko, NV Micro Area",310M200US21220,52752,27543,2124,25209,1913,4037,5716,5231,10947,4683,4108,8791,3550,3281,6831,3877,3515,7392,5231,4810,10041,2362,2351,4713,4.0,3.6,7.7,10.8,9.9,20.8,8.9,7.8,16.7,6.7,6.2,12.9,7.3,6.7,14.0,9.9,9.1,19.0,4.5,4.5,8.9,Elko, NV,21220
"Fallon, NV Micro Area",310M200US21980,24347,12233,852,12114,757,1609,2078,2090,4168,2018,1827,3845,1598,1410,3008,1290,1478,2768,2480,2406,4886,1917,2146,4063,3.5,3.1,6.6,8.5,8.6,17.1,8.3,7.5,15.8,6.6,5.8,12.4,5.3,6.1,11.4,10.2,9.9,20.1,7.9,8.8,16.7,Fallon, NV,21980
"Fargo, ND-MN Metro Area",310M200US22020,218290,109607,7814,108683,7326,15140,17080,16359,33439,27752,26411,54163,15773,14739,30512,12847,11939,24786,18179,18553,36732,10162,13356,23518,3.6,3.4,6.9,7.8,7.5,15.3,12.7,12.1,24.8,7.2,6.8,14.0,5.9,5.5,11.4,8.3,8.5,16.8,4.7,6.1,10.8,Fargo, ND,22020
"Faribault-Northfield, MN Micro Area",310M200US22060,64829,32934,1891,31895,1994,3885,5573,5322,10895,7076,6209,13285,3848,3410,7258,4746,4206,8952,6038,6008,12046,3762,4746,8508,2.9,3.1,6.0,8.6,8.2,16.8,10.9,9.6,20.5,5.9,5.3,11.2,7.3,6.5,13.8,9.3,9.3,18.6,5.8,7.3,13.1,Faribault-Northfield, MN,22060
"Farmington, MO Micro Area",310M200US22100,65813,35465,1842,30348,1776,3618,5258,5044,10302,6593,4423,11016,5309,3460,8769,5276,4152,9428,6961,6103,13064,4226,5390,9616,2.8,2.7,5.5,8.0,7.7,15.7,10.0,6.7,16.7,8.1,5.3,13.3,8.0,6.3,14.3,10.6,9.3,19.9,6.4,8.2,14.6,Farmington, MO,22100
"Farmington, NM Metro Area",310M200US22140,127358,63149,4932,64209,4819,9751,12910,12874,25784,11011,10434,21445,8255,8158,16413,7482,7483,14965,11916,12085,24001,6643,8356,14999,3.9,3.8,7.7,10.1,10.1,20.2,8.6,8.2,16.8,6.5,6.4,12.9,5.9,5.9,11.8,9.4,9.5,18.8,5.2,6.6,11.8,Farmington, NM,22140
"Fernley, NV Micro Area",310M200US22280,51579,26047,1551,25532,1414,2965,4721,4430,9151,3236,3091,6327,2843,3097,5940,3458,3027,6485,5622,5851,11473,4616,4622,9238,3.0,2.7,5.7,9.2,8.6,17.7,6.3,6.0,12.3,5.5,6.0,11.5,6.7,5.9,12.6,10.9,11.3,22.2,8.9,9.0,17.9,Fernley, NV,22280
"Fayetteville, NC Metro Area",310M200US22180,374036,182123,15953,191913,15729,31682,34587,33711,68298,42034,37967,80001,24360,26608,50968,22005,24305,46310,28064,32302,60366,15120,21291,36411,4.3,4.2,8.5,9.2,9.0,18.3,11.2,10.2,21.4,6.5,7.1,13.6,5.9,6.5,12.4,7.5,8.6,16.1,4.0,5.7,9.7,Fayetteville, NC,22180
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",310M200US22220,483396,240613,18257,242783,17605,35862,46918,44700,91618,45177,43583,88760,35471,33725,69196,31224,31199,62423,38606,40539,79145,24960,31432,56392,3.8,3.6,7.4,9.7,9.2,19.0,9.3,9.0,18.4,7.3,7.0,14.3,6.5,6.5,12.9,8.0,8.4,16.4,5.2,6.5,11.7,Fayetteville-Springdale-Rogers, AR,22220
"Fergus Falls, MN Micro Area",310M200US22260,57417,28772,1686,28645,1591,3277,4683,4346,9029,3412,3196,6608,2853,2586,5439,3496,3466,6962,6948,6711,13659,5694,6749,12443,2.9,2.8,5.7,8.2,7.6,15.7,5.9,5.6,11.5,5.0,4.5,9.5,6.1,6.0,12.1,12.1,11.7,23.8,9.9,11.8,21.7,Fergus Falls, MN,22260
"Findlay, OH Micro Area",310M200US22300,75290,36607,2281,38683,2280,4561,6469,6246,12715,5908,6447,12355,4570,4520,9090,4871,4891,9762,7552,7824,15376,4956,6475,11431,3.0,3.0,6.1,8.6,8.3,16.9,7.8,8.6,16.4,6.1,6.0,12.1,6.5,6.5,13.0,10.0,10.4,20.4,6.6,8.6,15.2,Findlay, OH,22300
"Fitzgerald, GA Micro Area",310M200US22340,17547,8558,750,8989,622,1372,1654,1533,3187,1409,1262,2671,681,1070,1751,1351,1181,2532,1660,1824,3484,1053,1497,2550,4.3,3.5,7.8,9.4,8.7,18.2,8.0,7.2,15.2,3.9,6.1,10.0,7.7,6.7,14.4,9.5,10.4,19.9,6.0,8.5,14.5,Fitzgerald, GA,22340
"Flagstaff, AZ Metro Area",310M200US22380,135817,67166,4401,68651,4180,8581,11279,10809,22088,17338,18259,35597,8338,8016,16354,7515,7547,15062,11998,12656,24654,6297,7184,13481,3.2,3.1,6.3,8.3,8.0,16.3,12.8,13.4,26.2,6.1,5.9,12.0,5.5,5.6,11.1,8.8,9.3,18.2,4.6,5.3,9.9,Flagstaff, AZ,22380
"Flint, MI Metro Area",310M200US22420,418654,201815,13404,216839,12489,25893,38426,36770,75196,30600,31481,62081,24010,26412,50422,27364,28863,56227,41775,45688,87463,26236,35136,61372,3.2,3.0,6.2,9.2,8.8,18.0,7.3,7.5,14.8,5.7,6.3,12.0,6.5,6.9,13.4,10.0,10.9,20.9,6.3,8.4,14.7,Flint, MI,22420
"Florence, SC Metro Area",310M200US22500,206219,96806,6570,109413,6660,13230,18346,18071,36417,14999,16600,31599,11741,13360,25101,13013,14567,27580,19705,22850,42555,12432,17305,29737,3.2,3.2,6.4,8.9,8.8,17.7,7.3,8.0,15.3,5.7,6.5,12.2,6.3,7.1,13.4,9.6,11.1,20.6,6.0,8.4,14.4,Florence, SC,22500
"Florence-Muscle Shoals, AL Metro Area",310M200US22520,147271,70817,4202,76454,3858,8060,11931,11357,23288,11413,12037,23450,7784,8389,16173,9863,9941,19804,14603,15946,30549,11021,14926,25947,2.9,2.6,5.5,8.1,7.7,15.8,7.7,8.2,15.9,5.3,5.7,11.0,6.7,6.8,13.4,9.9,10.8,20.7,7.5,10.1,17.6,Florence-Muscle Shoals, AL,22520
"Fond du Lac, WI Metro Area",310M200US22540,101709,49876,2936,51833,2835,5771,8559,8254,16813,7445,7477,14922,6075,5877,11952,7078,7092,14170,10992,11080,22072,6791,9218,16009,2.9,2.8,5.7,8.4,8.1,16.5,7.3,7.4,14.7,6.0,5.8,11.8,7.0,7.0,13.9,10.8,10.9,21.7,6.7,9.1,15.7,Fond du Lac, WI,22540
"Forest City, NC Micro Area",310M200US22580,67181,32526,1821,34655,1807,3628,5559,5438,10997,4348,4242,8590,3715,3764,7479,4649,4773,9422,7080,7638,14718,5354,6993,12347,2.7,2.7,5.4,8.3,8.1,16.4,6.5,6.3,12.8,5.5,5.6,11.1,6.9,7.1,14.0,10.5,11.4,21.9,8.0,10.4,18.4,Forest City, NC,22580
"Forrest City, AR Micro Area",310M200US22620,27642,15171,953,12471,880,1833,2350,2230,4580,2527,1803,4330,2605,1412,4017,2157,1539,3696,2961,2636,5597,1618,1971,3589,3.4,3.2,6.6,8.5,8.1,16.6,9.1,6.5,15.7,9.4,5.1,14.5,7.8,5.6,13.4,10.7,9.5,20.2,5.9,7.1,13.0,Forrest City, AR,22620
"Fort Collins, CO Metro Area",310M200US22660,311435,154964,8939,156471,8442,17381,24406,23148,47554,34533,32942,67475,20284,19222,39506,18957,18881,37838,29726,31720,61446,18119,22116,40235,2.9,2.7,5.6,7.8,7.4,15.3,11.1,10.6,21.7,6.5,6.2,12.7,6.1,6.1,12.1,9.5,10.2,19.7,5.8,7.1,12.9,Fort Collins, CO,22660
"Fort Dodge, IA Micro Area",310M200US22700,37399,19170,1090,18229,1100,2190,3086,2833,5919,3836,2627,6463,2307,1860,4167,2243,2149,4392,3923,4029,7952,2685,3631,6316,2.9,2.9,5.9,8.3,7.6,15.8,10.3,7.0,17.3,6.2,5.0,11.1,6.0,5.7,11.7,10.5,10.8,21.3,7.2,9.7,16.9,Fort Dodge, IA,22700
"Fort Leonard Wood, MO Micro Area",310M200US22780,53343,30097,1990,23246,2061,4051,4441,4076,8517,11820,5692,17512,4341,3243,7584,2570,2660,5230,3256,3393,6649,1679,2121,3800,3.7,3.9,7.6,8.3,7.6,16.0,22.2,10.7,32.8,8.1,6.1,14.2,4.8,5.0,9.8,6.1,6.4,12.5,3.1,4.0,7.1,Fort Leonard Wood, MO,22780
"Fort Madison-Keokuk, IA-IL-MO Micro Area",310M200US22800,61361,30613,1816,30748,1682,3498,5024,4783,9807,4326,3861,8187,3356,3211,6567,4126,3732,7858,6938,6922,13860,5027,6557,11584,3.0,2.7,5.7,8.2,7.8,16.0,7.1,6.3,13.3,5.5,5.2,10.7,6.7,6.1,12.8,11.3,11.3,22.6,8.2,10.7,18.9,Fort Madison-Keokuk, IA,22800
"Fort Morgan, CO Micro Area",310M200US22820,28342,14082,1044,14260,1076,2120,2866,2754,5620,2146,2154,4300,1808,1642,3450,1746,1660,3406,2602,2672,5274,1870,2302,4172,3.7,3.8,7.5,10.1,9.7,19.8,7.6,7.6,15.2,6.4,5.8,12.2,6.2,5.9,12.0,9.2,9.4,18.6,6.6,8.1,14.7,Fort Morgan, CO,22820
"Fort Polk South, LA Micro Area",310M200US22860,52844,27489,2501,25355,2338,4839,4864,4681,9545,6973,5134,12107,4365,3624,7989,2822,2878,5700,3591,3839,7430,2373,2861,5234,4.7,4.4,9.2,9.2,8.9,18.1,13.2,9.7,22.9,8.3,6.9,15.1,5.3,5.4,10.8,6.8,7.3,14.1,4.5,5.4,9.9,Fort Polk South, LA,22860
"Fort Smith, AR-OK Metro Area",310M200US22900,280394,138326,9482,142068,8851,18333,26337,25161,51498,21509,21049,42558,17174,16825,33999,19040,19192,38232,26676,28215,54891,18108,22775,40883,3.4,3.2,6.5,9.4,9.0,18.4,7.7,7.5,15.2,6.1,6.0,12.1,6.8,6.8,13.6,9.5,10.1,19.6,6.5,8.1,14.6,Fort Smith, AR,22900
"Fort Wayne, IN Metro Area",310M200US23060,422029,206380,15375,215649,14820,30195,40804,39663,80467,33032,33281,66313,26446,27011,53457,27367,27603,54970,40122,41975,82097,23234,31296,54530,3.6,3.5,7.2,9.7,9.4,19.1,7.8,7.9,15.7,6.3,6.4,12.7,6.5,6.5,13.0,9.5,9.9,19.5,5.5,7.4,12.9,Fort Wayne, IN,23060
"Frankfort, IN Micro Area",310M200US23140,32987,16246,1178,16741,1092,2270,3206,3143,6349,2396,2274,4670,1981,1927,3908,2153,2120,4273,3259,3352,6611,2073,2833,4906,3.6,3.3,6.9,9.7,9.5,19.2,7.3,6.9,14.2,6.0,5.8,11.8,6.5,6.4,13.0,9.9,10.2,20.0,6.3,8.6,14.9,Frankfort, IN,23140
"Frankfort, KY Micro Area",310M200US23180,71173,34576,2288,36597,1916,4204,5994,5724,11718,5245,5273,10518,4155,4982,9137,5214,4976,10190,7309,7940,15249,4371,5786,10157,3.2,2.7,5.9,8.4,8.0,16.5,7.4,7.4,14.8,5.8,7.0,12.8,7.3,7.0,14.3,10.3,11.2,21.4,6.1,8.1,14.3,Frankfort, KY,23180
"Fredericksburg, TX Micro Area",310M200US23240,25179,12185,637,12994,589,1226,1936,1762,3698,1324,1236,2560,1064,944,2008,1435,1596,3031,2546,3038,5584,3243,3829,7072,2.5,2.3,4.9,7.7,7.0,14.7,5.3,4.9,10.2,4.2,3.7,8.0,5.7,6.3,12.0,10.1,12.1,22.2,12.9,15.2,28.1,Fredericksburg, TX,23240
"Freeport, IL Micro Area",310M200US23300,47053,22796,1361,24257,1309,2670,3948,3788,7736,3000,3093,6093,2205,2253,4458,3165,3302,6467,5106,5221,10327,4011,5291,9302,2.9,2.8,5.7,8.4,8.1,16.4,6.4,6.6,12.9,4.7,4.8,9.5,6.7,7.0,13.7,10.9,11.1,21.9,8.5,11.2,19.8,Freeport, IL,23300
"Fremont, NE Micro Area",310M200US23340,36742,18030,1335,18712,1011,2346,3158,3191,6349,2639,2620,5259,2220,2305,4525,2189,2171,4360,3548,3541,7089,2941,3873,6814,3.6,2.8,6.4,8.6,8.7,17.3,7.2,7.1,14.3,6.0,6.3,12.3,6.0,5.9,11.9,9.7,9.6,19.3,8.0,10.5,18.5,Fremont, NE,23340
"Fremont, OH Micro Area",310M200US23380,60498,29809,1856,30689,1801,3657,5546,5124,10670,4104,4039,8143,3572,3279,6851,3970,4216,8186,6583,6717,13300,4178,5513,9691,3.1,3.0,6.0,9.2,8.5,17.6,6.8,6.7,13.5,5.9,5.4,11.3,6.6,7.0,13.5,10.9,11.1,22.0,6.9,9.1,16.0,Fremont, OH,23380
"Fresno, CA Metro Area",310M200US23420,948844,473427,40543,475417,39070,79613,101242,96972,198214,92747,87773,180520,63273,61467,124740,56976,56710,113686,74354,77153,151507,44292,56272,100564,4.3,4.1,8.4,10.7,10.2,20.9,9.8,9.3,19.0,6.7,6.5,13.1,6.0,6.0,12.0,7.8,8.1,16.0,4.7,5.9,10.6,Fresno, CA,23420
"Gadsden, AL Metro Area",310M200US23460,104126,50316,3152,53810,2901,6053,8903,8473,17376,7579,7424,15003,6148,6642,12790,6837,7230,14067,10453,11219,21672,7244,9921,17165,3.0,2.8,5.8,8.6,8.1,16.7,7.3,7.1,14.4,5.9,6.4,12.3,6.6,6.9,13.5,10.0,10.8,20.8,7.0,9.5,16.5,Gadsden, AL,23460
"Gaffney, SC Micro Area",310M200US23500,55707,27050,1938,28657,1705,3643,4985,4858,9843,4346,4374,8720,3205,3727,6932,3826,3795,7621,5325,5682,11007,3425,4516,7941,3.5,3.1,6.5,8.9,8.7,17.7,7.8,7.9,15.7,5.8,6.7,12.4,6.9,6.8,13.7,9.6,10.2,19.8,6.1,8.1,14.3,Gaffney, SC,23500
"Gainesville, FL Metro Area",310M200US23540,268707,130622,7527,138085,7150,14677,17385,16667,34052,40172,41613,81785,15452,15153,30605,14234,14694,28928,21785,24669,46454,14067,18139,32206,2.8,2.7,5.5,6.5,6.2,12.7,15.0,15.5,30.4,5.8,5.6,11.4,5.3,5.5,10.8,8.1,9.2,17.3,5.2,6.8,12.0,Gainesville, FL,23540
"Gainesville, GA Metro Area",310M200US23580,185318,92553,7056,92765,6519,13575,19097,17812,36909,15144,14254,29398,12318,11759,24077,13177,13205,26382,15648,16268,31916,10113,12948,23061,3.8,3.5,7.3,10.3,9.6,19.9,8.2,7.7,15.9,6.6,6.3,13.0,7.1,7.1,14.2,8.4,8.8,17.2,5.5,7.0,12.4,Gainesville, GA,23580
"Gainesville, TX Micro Area",310M200US23620,38558,19136,1270,19422,1266,2536,3697,3297,6994,2831,2738,5569,2242,2258,4500,2191,2266,4457,4007,4147,8154,2898,3450,6348,3.3,3.3,6.6,9.6,8.6,18.1,7.3,7.1,14.4,5.8,5.9,11.7,5.7,5.9,11.6,10.4,10.8,21.1,7.5,8.9,16.5,Gainesville, TX,23620
"Galesburg, IL Micro Area",310M200US23660,52447,26385,1373,26062,1272,2645,4062,3856,7918,4423,3855,8278,3381,3025,6406,3283,2864,6147,5511,5569,11080,4352,5621,9973,2.6,2.4,5.0,7.7,7.4,15.1,8.4,7.4,15.8,6.4,5.8,12.2,6.3,5.5,11.7,10.5,10.6,21.1,8.3,10.7,19.0,Galesburg, IL,23660
"Gallup, NM Micro Area",310M200US23700,73082,35603,3649,37479,2757,6406,8081,7884,15965,6692,6755,13447,4312,4507,8819,4062,4667,8729,5713,6615,12328,3094,4294,7388,5.0,3.8,8.8,11.1,10.8,21.8,9.2,9.2,18.4,5.9,6.2,12.1,5.6,6.4,11.9,7.8,9.1,16.9,4.2,5.9,10.1,Gallup, NM,23700
"Garden City, KS Micro Area",310M200US23780,41049,20971,2134,20078,1750,3884,4687,4331,9018,3735,3296,7031,2622,2837,5459,2614,2402,5016,3435,3341,6776,1744,2121,3865,5.2,4.3,9.5,11.4,10.6,22.0,9.1,8.0,17.1,6.4,6.9,13.3,6.4,5.9,12.2,8.4,8.1,16.5,4.2,5.2,9.4,Garden City, KS,23780
"Gardnerville Ranchos, NV Micro Area",310M200US23820,47135,23713,1026,23422,1048,2074,3644,3270,6914,2766,2498,5264,2222,2179,4401,2895,2935,5830,5850,6202,12052,5310,5290,10600,2.2,2.2,4.4,7.7,6.9,14.7,5.9,5.3,11.2,4.7,4.6,9.3,6.1,6.2,12.4,12.4,13.2,25.6,11.3,11.2,22.5,Gardnerville Ranchos, NV,23820
"Georgetown, SC Micro Area",310M200US23860,60389,28757,1607,31632,1496,3103,4802,4564,9366,3450,3487,6937,2635,3188,5823,3677,3829,7506,6483,7774,14257,6103,7294,13397,2.7,2.5,5.1,8.0,7.6,15.5,5.7,5.8,11.5,4.4,5.3,9.6,6.1,6.3,12.4,10.7,12.9,23.6,10.1,12.1,22.2,Georgetown, SC,23860
"Gettysburg, PA Metro Area",310M200US23900,101566,50034,2747,51532,2591,5338,8335,8011,16346,7689,7415,15104,5415,5367,10782,7175,7356,14531,10899,11352,22251,7774,9440,17214,2.7,2.6,5.3,8.2,7.9,16.1,7.6,7.3,14.9,5.3,5.3,10.6,7.1,7.2,14.3,10.7,11.2,21.9,7.7,9.3,16.9,Gettysburg, PA,23900
"Gillette, WY Micro Area",310M200US23940,47448,24748,2012,22700,1919,3931,4859,4506,9365,4494,3955,8449,3677,3335,7012,3298,3012,6310,4968,4416,9384,1440,1557,2997,4.2,4.0,8.3,10.2,9.5,19.7,9.5,8.3,17.8,7.7,7.0,14.8,7.0,6.3,13.3,10.5,9.3,19.8,3.0,3.3,6.3,Gillette, WY,23940
"Glasgow, KY Micro Area",310M200US23980,52716,25658,1698,27058,1658,3356,4663,4514,9177,3662,3581,7243,3035,3142,6177,3676,3732,7408,5229,5486,10715,3695,4945,8640,3.2,3.1,6.4,8.8,8.6,17.4,6.9,6.8,13.7,5.8,6.0,11.7,7.0,7.1,14.1,9.9,10.4,20.3,7.0,9.4,16.4,Glasgow, KY,23980
"Glenwood Springs, CO Micro Area",310M200US24060,73987,38286,2582,35701,2492,5074,6500,6325,12825,6101,5091,11192,5550,5266,10816,5604,5010,10614,8014,7471,15485,3935,4046,7981,3.5,3.4,6.9,8.8,8.5,17.3,8.2,6.9,15.1,7.5,7.1,14.6,7.6,6.8,14.3,10.8,10.1,20.9,5.3,5.5,10.8,Glenwood Springs, CO,24060
"Gloversville, NY Micro Area",310M200US24100,54870,27345,1561,27525,1298,2859,4587,4240,8827,3973,3669,7642,3314,3165,6479,3806,3864,7670,6052,6075,12127,4052,5214,9266,2.8,2.4,5.2,8.4,7.7,16.1,7.2,6.7,13.9,6.0,5.8,11.8,6.9,7.0,14.0,11.0,11.1,22.1,7.4,9.5,16.9,Gloversville, NY,24100
"Goldsboro, NC Metro Area",310M200US24140,124093,60944,4400,63149,4174,8574,11171,10565,21736,11373,10073,21446,8107,7608,15715,7427,8214,15641,11507,12517,24024,6959,9998,16957,3.5,3.4,6.9,9.0,8.5,17.5,9.2,8.1,17.3,6.5,6.1,12.7,6.0,6.6,12.6,9.3,10.1,19.4,5.6,8.1,13.7,Goldsboro, NC,24140
"Grand Forks, ND-MN Metro Area",310M200US24220,99774,51095,3374,48679,3229,6603,7592,6993,14585,14281,11823,26104,5741,5088,10829,5481,5443,10924,9109,8903,18012,5517,7200,12717,3.4,3.2,6.6,7.6,7.0,14.6,14.3,11.8,26.2,5.8,5.1,10.9,5.5,5.5,10.9,9.1,8.9,18.1,5.5,7.2,12.7,Grand Forks, ND,24220
"Grand Island, NE Metro Area",310M200US24260,83426,41780,3074,41646,2902,5976,8114,7810,15924,6134,5679,11813,5628,4741,10369,5111,5381,10492,8113,8229,16342,5606,6904,12510,3.7,3.5,7.2,9.7,9.4,19.1,7.4,6.8,14.2,6.7,5.7,12.4,6.1,6.5,12.6,9.7,9.9,19.6,6.7,8.3,15.0,Grand Island, NE,24260
"Grand Junction, CO Metro Area",310M200US24300,147509,73346,4868,74163,4699,9567,12522,11751,24273,12818,12107,24925,9431,8762,18193,8302,8425,16727,14863,15542,30405,10542,12877,23419,3.3,3.2,6.5,8.5,8.0,16.5,8.7,8.2,16.9,6.4,5.9,12.3,5.6,5.7,11.3,10.1,10.5,20.6,7.1,8.7,15.9,Grand Junction, CO,24300
"Grand Rapids-Wyoming, MI Metro Area",310M200US24340,1007329,496824,35083,510505,33097,68180,95633,91168,186801,88050,89283,177333,64379,63252,127631,64948,66417,131365,94428,97339,191767,54303,69949,124252,3.5,3.3,6.8,9.5,9.1,18.5,8.7,8.9,17.6,6.4,6.3,12.7,6.4,6.6,13.0,9.4,9.7,19.0,5.4,6.9,12.3,Grand Rapids-Wyoming, MI,24340
"Grants, NM Micro Area",310M200US24380,27392,13822,887,13570,964,1851,2518,2322,4840,2349,2147,4496,2055,1634,3689,1699,1628,3327,2655,2764,5419,1659,2111,3770,3.2,3.5,6.8,9.2,8.5,17.7,8.6,7.8,16.4,7.5,6.0,13.5,6.2,5.9,12.1,9.7,10.1,19.8,6.1,7.7,13.8,Grants, NM,24380
"Grants Pass, OR Metro Area",310M200US24420,83021,40385,1979,42636,2190,4169,6439,5947,12386,5057,4739,9796,3774,3918,7692,4839,4989,9828,9399,10327,19726,8898,10526,19424,2.4,2.6,5.0,7.8,7.2,14.9,6.1,5.7,11.8,4.5,4.7,9.3,5.8,6.0,11.8,11.3,12.4,23.8,10.7,12.7,23.4,Grants Pass, OR,24420
"Great Bend, KS Micro Area",310M200US24460,27566,13641,938,13925,959,1897,2546,2340,4886,2112,1998,4110,1467,1452,2919,1688,1600,3288,2823,2878,5701,2067,2698,4765,3.4,3.5,6.9,9.2,8.5,17.7,7.7,7.2,14.9,5.3,5.3,10.6,6.1,5.8,11.9,10.2,10.4,20.7,7.5,9.8,17.3,Great Bend, KS,24460
"Great Falls, MT Metro Area",310M200US24500,81953,40989,2834,40964,2685,5519,6695,6382,13077,7485,6763,14248,5004,4634,9638,4775,4684,9459,8174,8607,16781,6022,7209,13231,3.5,3.3,6.7,8.2,7.8,16.0,9.1,8.3,17.4,6.1,5.7,11.8,5.8,5.7,11.5,10.0,10.5,20.5,7.3,8.8,16.1,Great Falls, MT,24500
"Greeley, CO Metro Area",310M200US24540,265066,133051,10316,132015,9637,19953,26596,25716,52312,23365,22994,46359,18708,18274,36982,17944,16878,34822,23444,23680,47124,12678,14836,27514,3.9,3.6,7.5,10.0,9.7,19.7,8.8,8.7,17.5,7.1,6.9,14.0,6.8,6.4,13.1,8.8,8.9,17.8,4.8,5.6,10.4,Greeley, CO,24540
"Green Bay, WI Metro Area",310M200US24580,310726,154823,10370,155903,9964,20334,27886,26563,54449,24538,24000,48538,20688,19255,39943,21443,21489,42932,31705,31722,63427,18193,22910,41103,3.3,3.2,6.5,9.0,8.5,17.5,7.9,7.7,15.6,6.7,6.2,12.9,6.9,6.9,13.8,10.2,10.2,20.4,5.9,7.4,13.2,Green Bay, WI,24580
"Greeneville, TN Micro Area",310M200US24620,68596,33513,1680,35083,1647,3327,5598,5165,10763,4591,4473,9064,4068,3927,7995,4588,4964,9552,7280,7880,15160,5708,7027,12735,2.4,2.4,4.9,8.2,7.5,15.7,6.7,6.5,13.2,5.9,5.7,11.7,6.7,7.2,13.9,10.6,11.5,22.1,8.3,10.2,18.6,Greeneville, TN,24620
